medication_id,Pharma_Class,Generic_name,Drug_Name_Dose,drug_concept_id,frequency,percentage
7836014,Vaccine Viral - Human Papillomavirus (HPV) Vaccines,HPV vaccine 9-valent PF,HIC 1606017935 HUMAN PAPILLOMAVIRUS VACCINE (YNHH),45892510,730,3.64%
4320446,Vaccine Viral - Human Papillomavirus (HPV) Vaccines,HPV vaccine 9-valent PF,VFC HUMAN PAPILLOMAVIRUS VACCINE 9-VALENT (PF) 0.5 ML IM SUSPENSION,"",655,3.27%
7643743,Vaccine Viral - Human Papillomavirus (HPV) Vaccines,HPV vaccine 9-valent PF,GARDASIL 9 (PF) 0.5 ML INTRAMUSCULAR SYRINGE,45892514,362,1.81%
7592204,Vaccine Viral - Human Papillomavirus (HPV) Vaccines,HPV vaccine 9-valent PF,GARDASIL 9 (PF) IM,"",70,0.35%
1574950,Vaccine Bacterial - Gram Negative Bacilli (Non-Enteric),Haemoph b poly conj-tet tox PF,HAEMOPHILUS B POLYSACCHARID CONJ-TETANUS TOX(PF) 10 MCG 0.5 ML IM SOLN,42873449,4723,39.14%
7618157,Vaccine Bacterial - Gram Negative Bacilli (Non-Enteric),Haemph b polysac conj-menin PF,HAEMOPH B POLYSAC CONJ-MENING (PF) 7.5 MCG 0.5 ML INTRAMUSCULAR SOLN,530010,1735,14.38%
4099263,Vaccine Bacterial - Gram Negative Bacilli (Non-Enteric),Hib conj-tet component 2of2 PF,PENTACEL-HAEMOPHILUS B CONJ-TET COMPONENT 2 OF 2 (PF) 10 MCG 0.5 ML IM SOLUTION,42800807,194,1.61%
1549680,Intestinal Flora Modifiers,L gasseri B bifidum B longum,LACTOBACILLS GASSERI-BIFIDOBAC BIFIDUM LONGUM 1.5 BILLION CELL CAPSULE,37003171,198,0.13%
6058757,Intestinal Flora Modifiers,L gasseri B bifidum B longum,PROBIOTIC COLON CARE ORAL,"",158,0.1%
5528038,Unmapped,L gasseri B bifidum B longum,PHILLIPS  COLON HEALTH 1.5 BILLION CELL CAPSULE,37003171,99,0.0%
4413525,Contraceptive Oral - Biphasic,L-norgest e.estradiol-e.estrad,L NORGEST E ESTRADIOL-E ESTRAD 0.15 MG-30 MCG (84) 10 MCG(7) TABS 3MOS,964318,8023,9.68%
2892834,Contraceptive Oral - Biphasic,L-norgest e.estradiol-e.estrad,L NORGEST E ESTRADIOL-E ESTRAD 0.1 MG-20 MCG (84) 10 MCG (7) TABS 3MOS,1366730,2723,3.28%
5127944,Contraceptive Oral - Biphasic,L-norgest e.estradiol-e.estrad,SEASONIQUE 0.15 MG-30 MCG (84) 10 MCG(7) TABLETS 3 MONTH DOSE PACK,19128009,2519,3.04%
5216224,Contraceptive Oral - Biphasic,L-norgest e.estradiol-e.estrad,CAMRESE 0.15 MG-30 MCG (84) 10 MCG(7) TABLETS 3 MONTH DOSE PACK,40243126,1235,1.49%
3528037,Contraceptive Oral - Biphasic,L-norgest e.estradiol-e.estrad,SIMPESSE 0.15 MG-30 MCG (84) 10 MCG(7) TABLETS 3 MONTH DOSE PACK,1592636,500,0.6%
5491566,Contraceptive Oral - Biphasic,L-norgest e.estradiol-e.estrad,SEASONIQUE ORAL,"",441,0.53%
8624907,Contraceptive Oral - Biphasic,L-norgest e.estradiol-e.estrad,AMETHIA 0.15 MG-30 MCG (84) 10 MCG(7) TABLETS 3 MONTH DOSE PACK,40240317,424,0.51%
3520112,Contraceptive Oral - Biphasic,L-norgest e.estradiol-e.estrad,ASHLYNA 0.15 MG-30 MCG (84) 10 MCG(7) TABLETS 3 MONTH DOSE PACK,46221773,397,0.48%
1120306,Contraceptive Oral - Biphasic,L-norgest e.estradiol-e.estrad,DAYSEE 0.15 MG-30 MCG (84) 10 MCG(7) TABLETS 3 MONTH DOSE PACK,43527213,255,0.31%
2578171,Contraceptive Oral - Biphasic,L-norgest e.estradiol-e.estrad,LOSEASONIQUE 0.1 MG-20 MCG (84) 10 MCG (7) TABLETS 3 MONTH DOSE PACK,19132883,248,0.3%
3433311,Contraceptive Oral - Biphasic,L-norgest e.estradiol-e.estrad,CAMRESE LO 0.1 MG-20 MCG (84) 10 MCG (7) TABLETS 3 MONTH DOSE PACK,42707655,209,0.25%
9629897,Contraceptive Oral - Quadraphasic,L-norgest e.estradiol-e.estrad,L NORGEST EE 0.15-0.02MG 0.15-0.025MG 0.15-0.03MG EE 0.01 MG  TABS 3MO,1592634,136,10.08%
1975323,Contraceptive Oral - Biphasic,L-norgest e.estradiol-e.estrad,AMETHIA LO 0.1 MG-20 MCG (84) 10 MCG (7) TABLETS 3 MONTH DOSE PACK,42708257,109,0.13%
3706333,Contraceptive Oral - Quadraphasic,L-norgest e.estradiol-e.estrad,QUARTETTE 0.15 MG-20 MCG 0.15 MG-25 MCG TABLETS 3 MONTH DOSE PACK,43526508,89,6.6%
5635374,Contraceptive Oral - Biphasic,L-norgest e.estradiol-e.estrad,JAIMIESS 0.15 MG-30 MCG (84) 10 MCG(7) TABLETS 3 MONTH DOSE PACK,964318,85,0.1%
8453491,Contraceptive Oral - Biphasic,L-norgest e.estradiol-e.estrad,CAMRESE ORAL,"",68,0.08%
1283983,Intestinal Flora Modifiers,L. acidophilus Bifid. animalis,ZELAC 15.5 BILLION CELL CAPSULE,1511402,647,0.42%
8268120,Intestinal Flora Modifiers,L. acidophilus Bifid. animalis,LACTOBACILLUS ACIDOPHILUS-BIFIDOBAC.ANIMALIS 32 BILLION CELL CAPSULE,1145673,514,0.33%
8186983,Intestinal Flora Modifiers,L. acidophilus Bifid. animalis,DAILY PROBIOTIC ORAL,"",241,0.16%
1747071,Intestinal Flora Modifiers,L. acidophilus Bifid. animalis,LACTOBACILLUS ACIDOPHILUS-BIFIDOBAC.ANIMALIS 15.5 BILLION CELL CAPSULE,1511402,102,0.07%
2221955,Intestinal Flora Modifiers,L. acidophilus Bifid. animalis,CHILDREN S CHEWABLE PROBIOTIC ORAL,"",95,0.06%
6221057,Intestinal Flora Modifiers,L. acidophilus Bifid. animalis,CHEWABLE PROBIOTIC ORAL,"",92,0.06%
9082256,Intestinal Flora Modifiers,L. acidophilus Bifid. animalis,LACTOBACILLUS ACIDOPHILUS-BIFIDOBAC.ANIMALIS 31 BILLION CELL CAPSULE,1510232,87,0.06%
4056582,Intestinal Flora Modifiers,L. acidophilus Bifid. animalis,DIGESTIVE PROBIOTIC ORAL,"",76,0.05%
6500706,Intestinal Flora Modifiers,L. acidophilus Bifid. animalis,LACTOBACIL.ACIDOPHILUS-BIFIDO.ANIMALIS 5 BILLION CELL SPRINKLE CAPSULE,45776867,75,0.05%
5712613,Intestinal Flora Modifiers,L. acidophilus Bifid. animalis,PROBIOTIC 5 BILLION CELL SPRINKLE CAPSULE,45776867,64,0.04%
5442853,Intestinal Flora Modifiers,L. acidophilus Bifid. animalis,ONE-A-DAY TRUBIOTICS ORAL,"",56,0.04%
3496521,Intestinal Flora Modifiers,L. acidophilus Bifid. animalis,BIOZEN 15.5 BILLION CELL CAPSULE,1511402,50,0.03%
7264864,Intestinal Flora Modifiers,L. acidophilus Bifido. longum,PROBIOTIC PEARLS ORAL,"",60,0.04%
2552892,Intestinal Flora Modifiers,L. acidophilus L. rhamnosus,LACTOBACILLUS ACIDOPHILUS AND RHAMNOSUS 15 BILLION CELL CAPSULE,19000811,100,0.06%
7422026,Intestinal Flora Modifiers,L. acidophilus L. rhamnosus,PROBIOTIC 15 BILLION CELL CAPSULE,19000811,81,0.05%
9054345,Intestinal Flora Modifiers,L. acidophilus L.bulgaricus,LACTOBACILLUS ACIDOPHILUS  BULGARICUS 100 MILLION CELL GRANULES PACKET,19000382,4737,3.07%
5086970,Intestinal Flora Modifiers,L. acidophilus L.bulgaricus,LACTOBACILLUS ACIDOPH-L.BULGARICUS 1 MILLION CELL TABLET,1366606,398,0.26%
8565469,Intestinal Flora Modifiers,L. acidophilus L.bulgaricus,LACTOBACILLUS ACIDOPH-L.BULGARICUS 1 MILLION CELL CHEWABLE TABLET,19000382,366,0.24%
1228503,Intestinal Flora Modifiers,L. acidophilus L.bulgaricus,LACTINEX 1 MILLION CELL CHEWABLE TABLET,987153,113,0.07%
3660432,Intestinal Flora Modifiers,L. acidophilus L.bulgaricus,FLORANEX 1 MILLION CELL TABLET,1366606,59,0.04%
6126295,Antidiarrheal GI Adsorbent-Intestinal Flora Modifiers Combinations,L. acidophilus Strept L paraca,L.ACIDOPHIL PARACASEI-S.THERMOPHIL-BIFIDOBACTER 8 BILLION CELL CAPSULE,1146220,82,9.09%
6958318,Intestinal Flora Modifiers,L. acidophilus pectin  citrus,ACIDOPHILUS 25 MILLION CELL-PECTIN  CITRUS 100 MG TABLET,19121426,5604,3.63%
5155739,Intestinal Flora Modifiers,L. acidophilus pectin  citrus,ACIDOPHILUS PROBIOTIC ORAL,"",859,0.56%
2074563,Intestinal Flora Modifiers,L. acidophilus pectin  citrus,ACIDOPHILUS 100 MILLION CELL-PECTIN  CITRUS 10 MG CAPSULE,40240144,415,0.27%
4522020,Intestinal Flora Modifiers,L. acidophilus pectin  citrus,ACIDOPHILUS 7.5 MG (30 MILLION CELL)-PECTIN  CITRUS 100 MG CAPSULE,922191,119,0.08%
1131500,Intestinal Flora Modifiers,L. rhamnosus GG inulin,CULTURELLE PROBIOTICS ORAL,"",1172,0.76%
1112900,Intestinal Flora Modifiers,L. rhamnosus GG inulin,CULTURELLE DIGESTIVE HEALTH 10 BILLION CELL-200 MG SPRINKLE CAPSULE,42899453,616,0.4%
1671525,Intestinal Flora Modifiers,L. rhamnosus GG inulin,CULTURELLE DIGESTIVE HEALTH 10 BILLION CELL-200 MG CHEWABLE TABLET,46221295,392,0.25%
1975354,Intestinal Flora Modifiers,L. rhamnosus GG inulin,LACTOBACILLUS RHAMNOSUS GG 10 BILLION CELL-INULIN 200 MG SPRINKLE CAPSULE,42899453,357,0.23%
5703588,Intestinal Flora Modifiers,L. rhamnosus GG inulin,LACTOBACIL RHAMNOSUS GG 10 BILLION CELL-INULIN 200 MG CHEWABLE TABLET,46221295,170,0.11%
3814832,Intestinal Flora Modifiers,L. rhamnosus GG inulin,CULTURELLE DIGESTIVE HEALTH 10 BILLION CELL-200 MG CAPSULE,42899453,143,0.09%
8581586,Intestinal Flora Modifiers,L. rhamnosus GG inulin,LACTOBACILLUS RHAMNOSUS GG 10 BILLION CELL-INULIN 200 MG CAPSULE,42899453,111,0.07%
8257004,Intestinal Flora Modifiers,L. rhamnosus GG inulin,CULTURELLE DIGESTIVE HEALTH ORAL,"",60,0.04%
1873181,Intestinal Flora Modifiers,L.ac bul par rha B.ani lon inu,PROBITOIC DIGESTIVE SUPPORT (6 STRAIN) 10 BILLION CELL-100 MG CAPSULE,19000811,50,0.03%
9160461,Intestinal Flora Modifiers,L.acid B.animalis bifidum FOS,PROBIOTIC COMPLEX ORAL,"",1295,0.84%
8865551,Intestinal Flora Modifiers,L.acid B.animalis bifidum FOS,L.ACIDOPHILUS-B.ANIMALIS-B.BIFIDUM 25 BILLION CELL-FOS 100 MG CAPSULE,45776867,51,0.03%
2109337,Intestinal Flora Modifiers,L.acid L.casei B.bif B.lon FOS,PROBIOTIC BLEND ORAL,"",1858,1.2%
1387455,Intestinal Flora Modifiers,L.acid L.rham B.breve S.therm,L.ACIDOPHILUS RHAMNOSUS-B.BREVE-S.THERMOPHILUS 3 BILLION CELL CHEW TAB,19000811,52,0.03%
4950628,Intestinal Flora Modifiers,L.acid casei plant saliv B.ani,L.ACID CASEI PLANT SALIV-B.ANIM 10 BILLION CELL (2 BILLION EA) CAPSULE,1366391,446,0.29%
9226415,Intestinal Flora Modifiers,L.acid casei plant saliv B.ani,PROBIOTIC FORMULA ORAL,"",260,0.17%
9835102,Intestinal Flora Modifiers,L.acid casei rham B.breve long,CHILDREN S PROBIOTIC ORAL,"",216,0.14%
6346906,Intestinal Flora Modifiers,L.acid gas plan rhm B.ani cran,UP4 PROBIOTICS WOMEN S ORAL,"",91,0.06%
9022019,Intestinal Flora Modifiers,L.acid para B.bifidum S.therm,RISAQUAD 8 BILLION CELL CAPSULE,19006764,333,0.22%
1459649,Intestinal Flora Modifiers,L.acid para B.bifidum S.therm,RISAQUAD ORAL,"",166,0.11%
7992846,Intestinal Flora Modifiers,L.acidoph L.bulg B.bif S.therm,L.ACIDOPHILUS-L.BULGAR-B.BIFID-S.THERMOPH 1 BILLION CELL-250 MG TABLET,19000382,76,0.05%
9112882,Intestinal Flora Modifiers,L.acidoph plant B.animal long,PROBIOTIC ACIDOPHILUS BEADS ORAL,"",90,0.06%
1759599,Intestinal Flora Modifiers,L.acidoph saliva B.bif S.therm,ABC DOPHILUS,987153,202,0.13%
1573989,Intestinal Flora Modifiers,L.acidoph saliva B.bif S.therm,L.ACIDOPHIL SALIVARI-BIFIDO BIFIDUM-STREP THERMOPH 175 MG CAPSULE,1366391,129,0.08%
7918754,Intestinal Flora Modifiers,L.acidoph saliva B.bif S.therm,ACIDOPHILUS PROBIOTIC BLEND 175 MG CAPSULE,1366391,53,0.03%
5891085,Intestinal Flora Modifiers,L.acidophil L.plantar Bifido 7,UP4 PROBIOTICS ADULT ORAL,"",314,0.2%
4655020,Intestinal Flora Modifiers,L.acidophilus B.bifidum longum,PROBIOTIC COLON SUPPORT ORAL,"",75,0.05%
3148337,Intestinal Flora Modifiers,L.rhamnosus B.animalis(lactis),PHILLIPS  COLON HEALTH ORAL,"",280,0.18%
6334196,Intestinal Flora Modifiers,Lacto no.76 Bifido FOS larch,WOMEN S PROBIOTIC ORAL,"",95,0.06%
6840975,Intestinal Flora Modifiers,Lactobac 40 Bifido 3 S.thermop,PROBIOTIC 100 BILLION CELL CAPSULE,987153,114,0.07%
3535208,Intestinal Flora Modifiers,Lactobac 40 Bifido 3 S.thermop,LACTOBACILLUS 40-BIFIDOBACT 3-S.THERMOPHILUS 100 BILLION CELL CAPSULE,"",99,0.06%
4681576,Intestinal Flora Modifiers,Lactobac no.30 Bifidobact no.4,ULTIMATE FLORA PROBIOTIC ORAL,"",51,0.03%
5492595,Intestinal Flora Modifiers,Lactobac no.41 Bifidobact no.7,LACTOBACILLUS NO.41-BIFIDOBACTERIUM NO.7 70 MG(3 BILLION CELL) CAPSULE,"",200,0.13%
7101753,Intestinal Flora Modifiers,Lactobacil 2 Bifido 1 S.thermo,VSL#3 112.5 BILLION CELL CAPSULE,"",445,0.29%
4409030,Intestinal Flora Modifiers,Lactobacil 2 Bifido 1 S.thermo,LACTOBAC NO.2-BIFIDOBAC NO.1-S. THERMO 112.5 BILLION CELL CAPSULE,"",436,0.28%
1546517,Intestinal Flora Modifiers,Lactobacil 2 Bifido 1 S.thermo,LACTOBAC NO.2-BIFIDOBAC NO.1-S. THERMOPHILUS 900 BILLION CELL PACKET,"",297,0.19%
3244614,Intestinal Flora Modifiers,Lactobacil 2 Bifido 1 S.thermo,VSL#3 ORAL,"",215,0.14%
5207855,Intestinal Flora Modifiers,Lactobacil 2 Bifido 1 S.thermo,VSL#3 DS 900 BILLION CELL ORAL POWDER PACKET,44849168,161,0.1%
1370713,Intestinal Flora Modifiers,Lactobacil 2 Bifido 1 S.thermo,VISBIOME 112.5 BILLION CELL CAPSULE,"",132,0.09%
2497016,Intestinal Flora Modifiers,Lactobacil 2 Bifido 1 S.thermo,LACTOBAC NO.2-BIFIDOBAC NO.1-S. THERMOPHILUS 450 BILLION CELL PACKET,"",120,0.08%
6165102,Intestinal Flora Modifiers,Lactobacil 2 Bifido 1 S.thermo,VISBIOME ORAL,"",59,0.04%
5280927,Intestinal Flora Modifiers,Lactobacil 2 Bifido 1 S.thermo,VSL#3 450 BILLION CELL ORAL POWDER PACKET,"",57,0.04%
9210599,Intestinal Flora Modifiers,Lactobacil 2 Bifido 1 S.thermo,VISBIOME 900 BILLION CELL ORAL POWDER PACKET,"",56,0.04%
7469580,Intestinal Flora Modifiers,Lactobacil 2 Bifido 1 S.thermo,VSL#3 DS ORAL,"",50,0.03%
8796783,Intestinal Flora Modifiers,Lactobacillus 3 FOS pantethine,PROBIOTIC & ACIDOPHILUS ORAL,"",1159,0.75%
3981448,Intestinal Flora Modifiers,Lactobacillus 3 FOS pantethine,LACTOBACILLUS COMB NO.3-FOS-PANTETHINE 300 MILLION CELL-250 MG CAPSULE,19019317,173,0.11%
4014381,Intestinal Flora Modifiers,Lactobacillus 3 FOS pantethine,PROBIOTIC AND ACIDOPHILUS 300 MILLION CELL-250 MG CAPSULE,19066563,138,0.09%
2453235,Intestinal Flora Modifiers,Lactobacillus 3 FOS pantethine,PROBIOTIC AND ACIDOPHILUS ORAL,"",84,0.05%
5957848,Intestinal Flora Modifiers,Lactobacillus acidophilus,PROBIOTIC ORAL,"",18610,12.07%
5541510,Intestinal Flora Modifiers,Lactobacillus acidophilus,ACIDOPHILUS CAPSULE,40050771,3452,2.24%
8313406,Intestinal Flora Modifiers,Lactobacillus acidophilus,LACTOBACILLUS ACIDOPHILUS CAPSULE,40050771,2608,1.69%
9698828,Intestinal Flora Modifiers,Lactobacillus acidophilus,ACIDOPHILUS ORAL,"",2542,1.65%
4267361,Intestinal Flora Modifiers,Lactobacillus acidophilus,PROBIOTIC 10 BILLION CELL CAPSULE,40168024,1450,0.94%
4244625,Intestinal Flora Modifiers,Lactobacillus acidophilus,LACTOBACILLUS ACIDOPHILUS 10 BILLION CELL CAPSULE,43013708,1352,0.88%
3084428,Intestinal Flora Modifiers,Lactobacillus acidophilus,LACTOBACILLUS ACIDOPHILUS ORAL,"",1186,0.77%
6804622,Intestinal Flora Modifiers,Lactobacillus acidophilus,PROBIOTIC ACIDOPHILUS ORAL,"",1006,0.65%
9999289,Intestinal Flora Modifiers,Lactobacillus acidophilus,LACTOBACILLUS ACIDOPHILUS 1 MG (100 MILLION CELL) TABLET,43525709,398,0.26%
8463822,Intestinal Flora Modifiers,Lactobacillus acidophilus,LACTOBACILLUS ACIDOPHILUS 1 BILLION CELL TABLET,987188,162,0.11%
4694393,Intestinal Flora Modifiers,Lactobacillus acidophilus,LACTOBACILLUS ACIDOPHILUS CHEWABLE TABLET,44506547,139,0.09%
5282088,Intestinal Flora Modifiers,Lactobacillus acidophilus,LACTOBACILLUS ACIDOPHILUS 1 BILLION CELL CAPSULE,40236317,133,0.09%
4624122,Intestinal Flora Modifiers,Lactobacillus acidophilus,LACTOBACILLUS ACIDOPHILUS 0.5 MG (100 MILLION CELL) TABLET,43525709,128,0.08%
8021548,Intestinal Flora Modifiers,Lactobacillus acidophilus,LACTOBACILLUS ACIDOPHILUS 100 MG (1 BILLION CELL) CAPSULE,40236317,110,0.07%
6663140,Intestinal Flora Modifiers,Lactobacillus acidophilus,LACTOBACILLUS ACIDOPHILUS 250 MILLION CELL CAPSULE,1592896,100,0.06%
6139894,Bulk Chemicals,Lactobacillus acidophilus,LACTOBACILLUS ACIDOPHILUS (BULK) 1 BILLION UNIT GRAM POWDER,987153,83,0.2%
2914782,Intestinal Flora Modifiers,Lactobacillus acidophilus,REJUVAFLOR 10 BILLION CELL CAPSULE,43013708,82,0.05%
5717623,Intestinal Flora Modifiers,Lactobacillus acidophilus,PROBIOTIC ACIDOPHILUS 250 MILLION CELL CAPSULE,1592896,73,0.05%
3817173,Intestinal Flora Modifiers,Lactobacillus acidophilus,LACTOBACILLUS ACIDOPHILUS 500 MILLION CELL CAPSULE,19130117,66,0.04%
4379510,Intestinal Flora Modifiers,Lactobacillus acidophilus,LACTOBACILLUS ACIDOPHILUS 500 MILLION CELL TABLET,42873547,63,0.04%
5496782,Intestinal Flora Modifiers,Lactobacillus acidophilus,NEWFLORA 10 BILLION CELL CAPSULE,43013708,56,0.04%
3005618,Intestinal Flora Modifiers,Lactobacillus acidophilus,ACIDOPHILUS CHEWABLE TABLET,44506547,52,0.03%
1389540,Intestinal Flora Modifiers,Lactobacillus acidophilus,DOFUS ORAL,"",51,0.03%
1175900,Antidiarrheal GI Adsorbent-Intestinal Flora Modifiers Combinations,Lactobacillus acidophilus pect,LACTOBACILLUS ACIDOPHILUS-PECTIN CAPSULE,40240143,184,20.4%
5051268,Antidiarrheal GI Adsorbent-Intestinal Flora Modifiers Combinations,Lactobacillus acidophilus pect,ACIDOPHILUS-PECTIN 75 MILLION CELL-100 MG CAPSULE,46275204,167,18.51%
6419512,Antidiarrheal GI Adsorbent-Intestinal Flora Modifiers Combinations,Lactobacillus acidophilus pect,ACIDOPHILUS-PECTIN CAPSULE,40240143,150,16.63%
7132115,Antidiarrheal GI Adsorbent-Intestinal Flora Modifiers Combinations,Lactobacillus acidophilus pect,LACTOBACILLUS ACIDOPHILUS 75 MILLION CELL-PECTIN 100 MG CAPSULE,46275204,139,15.41%
9837504,Antidiarrheal GI Adsorbent-Intestinal Flora Modifiers Combinations,Lactobacillus acidophilus pect,ACIDOPHILUS-PECTIN ORAL,"",58,6.43%
3108303,Intestinal Flora Modifiers,Lactobacillus combination no.4,PROBIOTIC 3 BILLION CELL CAPSULE,45256824,404,0.26%
1288732,Intestinal Flora Modifiers,Lactobacillus combination no.4,LACTOBACILLUS COMBINATION NO.4 3 BILLION CELL CAPSULE,"",158,0.1%
3122318,Intestinal Flora Modifiers,Lactobacillus combination no.8,ADULT PROBIOTIC ORAL,"",400,0.26%
3467406,Intestinal Flora Modifiers,Lactobacillus combo no.10,PROBIOTIC 20 BILLION CELL CAPSULE,45376056,226,0.15%
8062498,Intestinal Flora Modifiers,Lactobacillus combo no.10,LACTOBACILLUS COMBINATION NO.10 20 BILLION CELL CAPSULE,"",173,0.11%
8479048,Intestinal Flora Modifiers,Lactobacillus no.46 B.animalis,PROBIOTIC-10 ORAL,"",5020,3.26%
5252101,Intestinal Flora Modifiers,Lactobacillus plantarum,BOLSITOL 10 BILLION CELL CAPSULE,35602886,103,0.07%
6062086,Intestinal Flora Modifiers,Lactobacillus reuteri,LACTOBACILLUS REUTERI 100 MILLION CELL 5 DROP ORAL DROPS SUSPENSION,906902,142,0.09%
7075667,Intestinal Flora Modifiers,Lactobacillus reuteri,GERBER SOOTHE 100 MILLION CELL 5 DROP ORAL DROPS SUSPENSION,906902,128,0.08%
4029987,Intestinal Flora Modifiers,Lactobacillus reuteri,GERBER SOOTHE ORAL,"",51,0.03%
1843136,Intestinal Flora Modifiers,Lactobacillus rhamnosus GG,LACTOBACILLUS RHAMNOSUS GG 10 BILLION CELL CAPSULE,40168024,40755,26.43%
3079497,Intestinal Flora Modifiers,Lactobacillus rhamnosus GG,LACTOBACILLUS RHAMNOSUS GG 15 BILLION CELL SPRINKLE CAPSULE,43526209,1215,0.79%
6973492,Intestinal Flora Modifiers,Lactobacillus rhamnosus GG,CULTURELLE KIDS PROBIOTICS 5 BILLION CELL ORAL POWDER PACKET,789953,1004,0.65%
5536126,Intestinal Flora Modifiers,Lactobacillus rhamnosus GG,LACTOBACILLUS RHAMNOSUS GG 5 BILLION CELL ORAL POWDER PACKET,789953,833,0.54%
6869720,Intestinal Flora Modifiers,Lactobacillus rhamnosus GG,CULTURELLE KIDS PROBIOTICS 5 BILLION CELL CHEWABLE TABLET,44816185,786,0.51%
6814043,Intestinal Flora Modifiers,Lactobacillus rhamnosus GG,LACTOBACILLUS RHAMNOSUS GG 5 BILLION CELL CHEWABLE TABLET,44816185,685,0.44%
1186054,Intestinal Flora Modifiers,Lactobacillus rhamnosus GG,CULTURELLE 10 BILLION CELL CAPSULE,40168024,616,0.4%
3784446,Intestinal Flora Modifiers,Lactobacillus rhamnosus GG,CULTURELLE ORAL,"",563,0.37%
1438190,Intestinal Flora Modifiers,Lactobacillus rhamnosus GG,CULTURELLE 15 BILLION CELL SPRINKLE CAPSULE,43526209,207,0.13%
7662741,Intestinal Flora Modifiers,Lactobacillus rhamnosus GG,PROBIOTIC DIGESTIVE CARE ORAL,"",158,0.1%
1132807,Unmapped,Lactobacillus rhamnosus GG,CULTURELLE FOR KIDS ORAL,"",133,0.0%
7523967,Intestinal Flora Modifiers,Lactobacillus rhamnosus GG,LACTOBACILLUS RHAMNOSUS GG ORAL,"",115,0.07%
3626198,Intestinal Flora Modifiers,Lactobacillus rhamnosus GG,CULTURELLE KIDS PROBIOTICS ORAL,"",110,0.07%
3322001,Intestinal Flora Modifiers,Lactobacillus rhamnosus GG,CULTURELLE KIDS ORAL,"",76,0.05%
8850607,Intestinal Flora Modifiers,Lactobacillus rhamnosus GG,LACTOBACILLUS RHAMNOSUS GG 2 BILLION CELL 0.4 ML ORAL DROPS,1594625,62,0.04%
8195090,Intestinal Flora Modifiers,Lactobacillus rhamnosus GG,BABY PROBIOTIC ORAL,"",56,0.04%
3607220,Intestinal Flora Modifiers,Lactobacillus rhamnosus fiber,CULTURELLE KIDS GENTLE-GO 2.5 BILLION CELL-3.5 GRAM ORAL POWDER PACKET,19000811,233,0.15%
6138929,Mouth and Throat - Saliva Stimulants,Lactoperoxi Gluc Oxid Pot Thio,LACTOPEROXIDASE-GLUCOSE OXIDASE-POTASS THIOCYAN MUCOSAL GEL,43532537,1176,7.47%
3321174,Mouth and Throat - Artificial Saliva,Lactoperoxi Gluc Oxid Pot Thio,BIOTENE DRY MOUTH MM,"",134,1.72%
9579459,Antineoplastic - Peptide Receptor Radionuclide Therapy (PRRT),Lu-177 vipivotide tetraxetan,LUTETIUM LU-177 VIPIVOTIDE TETRAXETAN 27 MCI ML (1 000 MBQ ML) IV SOLN,"",262,98.13%
6953995,Vaccine Bacterial - Gram Negative Cocci,Meningococ Vac A C Y W-135 PF,MENINGOCOCCAL VACCINE A C Y W-135 (PF) 50 MCG SUBCUTANEOUS SOLUTION,19035048,71,1.3%
5644079,Multivitamin and Mineral Combinations,Multivit  Iron  Min No. 8  FA,MULTIVIT  IRON  MIN. COMB. NO.8-FOLIC ACID 9 MG-0.4 MG TABLET,1396012,382,0.21%
4480721,Pediatric Vitamins with Fluoride Combinations,Multivitamins with Fluoride,MULTIVITAMINS W FLUORIDE ORAL,"",169,9.55%
7853829,Pediatric Vitamins with Fluoride Combinations,Multivitamins with Fluoride,PEDIATRIC MULTIVITAMIN-FL 0.25 MG CHEWABLE TABLET,19069022,166,9.38%
4093707,Pediatric Vitamins with Fluoride Combinations,Multivitamins with Fluoride,MULTIVITAMINS WITH FLUORIDE ORAL,"",73,4.13%
9177227,Pediatric Vitamins with Fluoride Combinations,Multivitamins with Fluoride,PEDIATRIC MULTIVITAMIN-FL 0.25 MG ML ORAL DROPS,42707512,59,3.34%
6233451,Multivitamin and Mineral Combinations,Multivits Iron Fum FA D3 Lycop,MULTI FOR HIM ORAL,"",198,0.11%
1443146,Pediatric Vitamins with Fluoride and Minerals Combinations,Multivits with Iron & Fluoride,PED MULTIVITAMIN-FLUORIDE-IRON 0.25 MG-10 MG ML ORAL DROPS,19018601,265,81.29%
9150226,Vaccine Bacterial - Meningococcal Group B Vaccines,N.meningitidis B lipid fHBP rc,N.MENINGITIDIS GROUP B LIPID FHBP 120 MCG 0.5 ML INTRAMUSCULAR SYRINGE,45775644,99,4.57%
1047597,Prenatal Vitamins and Minerals,PNV 102 iron folate 1 dss dha,PNV 102-IRON-FOLATE 1-DSS-DHA ORAL,"",301,0.11%
2442669,Prenatal Vitamins and Minerals,PNV 102 iron folate 1 dss dha,PRENATAL VITS 102-IRON 90 MG-FOLATE 1 MG-DSS 50 MG-DHA 200 MG CAPSULE,1395773,98,0.03%
1623151,Unmapped,PNV 102 iron folate 1 dss dha,VITAFOL FE+ (WITH DOCUSATE) 90 MG IRON-1 MG-50 MG-200 MG CAPSULE,1396131,61,0.0%
7632858,Prenatal Vitamins and Minerals,PNV 102 iron folate dha,VITAFOL FE PLUS 90 MG IRON-1 MG-200 MG CAPSULE,19003345,210,0.07%
7311341,Prenatal Vitamins and Minerals,PNV 102 iron folate dha,PNV 102-IRON-FOLATE-DHA ORAL,"",76,0.03%
