procedure_id,concept_name,concept_id,order_code,order_description,frequency,percentage,domain_id,vocabulary_id,concept_code,concept_class_id
8550674,No matching concept,0,LAB3444,RESPIRATORY VIRUS PCR PANEL     (BH GH LMW Q YH),152912,0.28%,Metadata,None,No matching concept,Undefined
6041753,No matching concept,0,ERR1,ERRONEOUS ENCOUNTER-DISREGARD,152291,0.27%,Metadata,None,No matching concept,Undefined
3760170,Echocardiography,4230911,CVR05,CARDIAC ECHO RESULT SCAN,149728,0.27%,Procedure,SNOMED,40701008,Procedure
7830081,No matching concept,0,LAB3978,INFLUENZA TYPE A B RNA     (BH GH LMW Q YH),147919,0.27%,Metadata,None,No matching concept,Undefined
8617979,Cytology of organ NOC,44803155,LAB6409,CYTOLOGY NONGYN CASES (BH YH),147085,0.26%,Procedure,SNOMED,637741000000103,Procedure
7660074,No matching concept,0,NUR3249,INITIATE PRE-PROCEDURE PRE-CALL STANDING ORDERS,146046,0.26%,Metadata,None,No matching concept,Undefined
5701558,Radioisotope study of gastrointestinal system,4205863,LAB4719,GI SCAN,145574,0.26%,Procedure,SNOMED,53585008,Procedure
3549598,"Diagnostic mammography, including computer-aided detection (CAD) when performed; bilateral",42628028,IMG2195,MAMMO DIAGNOSTIC BILATERAL,144990,0.26%,Procedure,CPT4,77066,CPT4
5567640,"Screening digital breast tomosynthesis, bilateral (List separately in addition to code for primary procedure)",46257421,IMG4513,MAMMO SCREENING TOMO BILATERAL WITHOUT CAD (YH LM WH),144053,0.26%,Procedure,CPT4,77063,CPT4
4918165,No matching concept,0,REF50,AMB REFERRAL TO NUTRITION SERVICES,143972,0.26%,Metadata,None,No matching concept,Undefined
6427407,Plain X-ray of right hip,37207161,IMG116,XR HIP RIGHT AP AND LATERAL,143805,0.26%,Procedure,SNOMED,3651000087100,Procedure
6811368,Administration of influenza vaccine,4313306,IMM19,INFLUENZA  SPLIT VIRUS  TRIVALENT  INJECTABLE  PF 0.5ML (6MO+),143701,0.26%,Procedure,SNOMED,86198006,Procedure
1739842,No matching concept,0,NUR969,NEWBORN METABOLIC SCREENING,143303,0.26%,Metadata,None,No matching concept,Undefined
5677639,No matching concept,0,DIET20,DIET INFANT,142914,0.26%,Metadata,None,No matching concept,Undefined
1098592,Assistance with mobility,46272439,NUR131,UP WITH ASSISTANCE,142556,0.26%,Procedure,SNOMED,710803000,Procedure
8128216,Neonatal hearing test,4214804,NUR66,NEWBORN HEARING TEST,142238,0.26%,Procedure,SNOMED,417491009,Procedure
8882783,No matching concept,0,NUR968,NEWBORN CYSTIC FIBROSIS SCREENING,142118,0.26%,Metadata,None,No matching concept,Undefined
4098828,"Ultrasound, pelvic (nonobstetric), real time with image documentation; complete",2211767,IMG549,US PELVIS COMPLETE(GH YH BH LM WH),141741,0.25%,Procedure,CPT4,76856,CPT4
3801130,No matching concept,0,LAB286,BLOOD BANK EXTRA SPECIMEN     (BH GH LMW YH),141609,0.25%,Metadata,None,No matching concept,Undefined
6420337,"Radiologic examination, ankle; complete, minimum of 3 views",2211488,IMG144,XR ANKLE RIGHT AP LATERAL AND OBLIQUE,141360,0.25%,Procedure,CPT4,73610,CPT4
6419882,Removal of urinary catheter,4113488,NUR1268,REMOVE URINARY CATHETER,141244,0.25%,Procedure,SNOMED,286738000,Procedure
3263517,No matching concept,0,NUR478,ORTHOSTATIC BLOOD PRESSURE AND PULSE,140883,0.25%,Metadata,None,No matching concept,Undefined
9516981,No matching concept,0,NUR462,MEASURE HEAD CIRCUMFERENCE,140693,0.25%,Metadata,None,No matching concept,Undefined
5746559,Care of central line,4022557,IVT19,CHANGE CENTRAL LINE DRESSING,140289,0.25%,Procedure,SNOMED,226005007,Procedure
4178633,No matching concept,0,CON43,IP CONSULT TO CARDIOLOGY,139823,0.25%,Metadata,None,No matching concept,Undefined
9550694,Patient warming therapy,4206116,NUR261,APPLY HEAT TO AFFECTED AREA,139432,0.25%,Procedure,SNOMED,309433007,Procedure
2897220,No matching concept,0,LAB278,ANTIBODY SCREEN     (BH GH L LMW YH),138606,0.25%,Metadata,None,No matching concept,Undefined
2654638,"Ultrasound, abdominal, real time with image documentation; limited (eg, single organ, quadrant, follow-up)",2211741,IMG2320,US ABDOMEN LIMITED,138018,0.25%,Procedure,CPT4,76705,CPT4
8921974,"Screening mammography, bilateral (2-view study of each breast), including computer-aided detection (CAD) when performed",42627987,IMG3352,OSF MAMMO DIGITAL SCREENING W CAD,137019,0.25%,Procedure,CPT4,77067,CPT4
7687479,No matching concept,0,CAR90,EXTERNAL CARDIOLOGY IMAGING RESULTS,136745,0.25%,Metadata,None,No matching concept,Undefined
8317590,No matching concept,0,ADT20,ZZZRETIREDADMIT FROM OR,136542,0.25%,Metadata,None,No matching concept,Undefined
4199933,No matching concept,0,REF99,AMB REFERRAL TO SLEEP MEDICINE,136536,0.25%,Metadata,None,No matching concept,Undefined
7923494,"Radiologic examination, chest; single view",725068,IMG1259,XR CHEST AP PORTABLE(BH GH YH LM WH),136384,0.25%,Procedure,CPT4,71045,CPT4
2248720,"Radiologic examination, spine, cervical; 2 or 3 views",2211388,IMG56,XR CERVICAL SPINE AP AND LATERAL,134702,0.24%,Procedure,CPT4,72040,CPT4
5849069,No matching concept,0,COR30,REASON FOR NOT ADMINISTERING PHARMACOLOGICAL PROPHYLAXIS,134609,0.24%,Metadata,None,No matching concept,Undefined
4749681,"Magnetic resonance (eg, proton) imaging, abdomen; with contrast material(s)",2211515,IMG321,MRI ABDOMEN W WO IV CONTRAST,134240,0.24%,Procedure,CPT4,74182,CPT4
3233561,Suture of laceration of organ NOC,44803193,PRO83,LACERATION REPAIR,134239,0.24%,Procedure,SNOMED,642651000000107,Procedure
7008129,No matching concept,0,NUR1273,PREOP: ACTIVATE APPROPRIATE YNHH INSULIN PROTOCOLS  IF APPLICABLE,134227,0.24%,Metadata,None,No matching concept,Undefined
9246049,No matching concept,0,ISO2,DROPLET ISOLATION STATUS,134169,0.24%,Metadata,None,No matching concept,Undefined
1906043,X-ray of left ankle,4140026,IMG143,XR ANKLE LEFT AP LATERAL AND OBLIQUE,133141,0.24%,Procedure,SNOMED,426420006,Procedure
3922999,Plain X-ray of right shoulder,37207175,IMG2306,XR SHOULDER RIGHT MIN 2 VIEWS,131692,0.24%,Procedure,SNOMED,3771000087100,Procedure
8983672,Venous access device maintenance,4298379,NUR1270,CENTRAL VENOUS ACCESS DEVICE MAINTENANCE,131677,0.24%,Procedure,SNOMED,386493006,Procedure
9065048,Ultrasound scan - obstetric,4152021,IMG2966,US MFM PREGNANCY LIMITED (PERI ONLY)(GH YH BH NE LM),131102,0.24%,Procedure,SNOMED,268445003,Procedure
1004785,No matching concept,0,NUR223,KEEP SUPINE,130971,0.24%,Metadata,None,No matching concept,Undefined
6459152,No matching concept,0,NUR42,CRIB FOR PATIENT,130870,0.24%,Metadata,None,No matching concept,Undefined
6904725,Plain X-ray of left hip,37207160,IMG115,XR HIP LEFT AP AND LATERAL,130815,0.24%,Procedure,SNOMED,3641000087103,Procedure
3692729,No matching concept,0,NUR999,RADIANT WARMER,130064,0.23%,Metadata,None,No matching concept,Undefined
2022304,X-ray of right knee,4146289,IMG129,XR KNEE RIGHT AP AND LATERAL (GH YH LM WH YHC),130061,0.23%,Procedure,SNOMED,427407003,Procedure
5746248,Bathing patient in bed,4238681,NUR160,BED BATH,129508,0.23%,Procedure,SNOMED,58530006,Procedure
1003907,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, cervical; without contrast material",2211410,IMG279,MRI CERVICAL SPINE WO IV CONTRAST,128457,0.23%,Procedure,CPT4,72141,CPT4
4131159,Critical care education,44805959,PRO501,ED CRITICAL CARE,128048,0.23%,Procedure,SNOMED,799171000000103,Procedure
2893293,"Radiologic examination, pelvis; 1 or 2 views",2211420,IMG2301,XR PELVIS 1 OR 2 VIEWS,127861,0.23%,Procedure,CPT4,72170,CPT4
7834746,Assessment of consciousness level,40480653,NUR1173,ASSESS LEVEL OF CONSCIOUSNESS,127263,0.23%,Procedure,SNOMED,444714004,Procedure
1660153,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,2313991,IMG1213,US DUPLEX LOWER EXTREMITY VENOUS LEFT,126509,0.23%,Procedure,CPT4,93971,CPT4
4981112,X-ray of left knee,4143841,IMG128,XR KNEE LEFT AP AND LATERAL,126487,0.23%,Procedure,SNOMED,427019001,Procedure
9226426,"Ultrasound, retroperitoneal (eg, renal, aorta, nodes), real time with image documentation; complete",2211742,IMG526,US RETROPERITONEAL COMPLETE (YHC),124982,0.22%,Procedure,CPT4,76770,CPT4
9359315,No matching concept,0,REF304,INPATIENT W-10 REFERRAL,124188,0.22%,Metadata,None,No matching concept,Undefined
5613243,No matching concept,0,ADT131,ZZZRETIREDYNH ED ADMIT TO MEDICAL SERVICE,123706,0.22%,Metadata,None,No matching concept,Undefined
2273740,No matching concept,0,NUR454,FETAL MONITORING,123258,0.22%,Metadata,None,No matching concept,Undefined
4308037,No matching concept,0,CON132,IP CONSULT TO PHYSICAL THERAPY,123234,0.22%,Metadata,None,No matching concept,Undefined
8864937,Wound care assessment,4300827,CON181,IP CONSULT TO WOUND CARE NURSE,123083,0.22%,Procedure,SNOMED,385941006,Procedure
5455065,Esophagogastroduodenoscopy,4294382,GI2,EGD (IMAGES),122977,0.22%,Procedure,SNOMED,76009000,Procedure
6404068,Ultrasonography of left breast,42538970,IMG4282,US BREAST LEFT LIMITED DIAGNOSTIC,122237,0.22%,Procedure,SNOMED,951000087106,Procedure
7401279,"Computed tomography, abdomen and pelvis; without contrast material in one or both body regions, followed by contrast material(s) and further sections in one or both body regions",40756956,IMG783,CT ABDOMEN PELVIS W WO IV CONTRAST,120832,0.22%,Procedure,CPT4,74178,CPT4
8300220,Ultrasonography of left breast,42538970,IMG522,US BREAST LEFT,120696,0.22%,Procedure,SNOMED,951000087106,Procedure
4796197,No matching concept,0,ADT44,ZZZRETIREDYNH ED TO OBS STATUS- MEDICAL SERVICE,120609,0.22%,Metadata,None,No matching concept,Undefined
1997033,No matching concept,0,NUR447,CONTRACTION -MONITORING,118900,0.21%,Metadata,None,No matching concept,Undefined
5248729,No matching concept,0,LAB8759,STOOL PATHOGENS BY PCR (BH GH LMW YH),118774,0.21%,Metadata,None,No matching concept,Undefined
2003012,Plain X-ray of left shoulder,37207173,IMG2305,XR SHOULDER LEFT MIN 2 VIEWS,118583,0.21%,Procedure,SNOMED,3761000087109,Procedure
5476190,Change of dressing,4078224,WOU8,DRESSING CHANGE,118369,0.21%,Procedure,SNOMED,18949003,Procedure
9209601,Ultrasonography of right breast,42538971,IMG4283,US BREAST RIGHT LIMITED DIAGNOSTIC,118239,0.21%,Procedure,SNOMED,961000087109,Procedure
4247848,No matching concept,0,LAB5424,CYTOLOGY PROCEDURES     (YH),118037,0.21%,Metadata,None,No matching concept,Undefined
9272549,Echocardiography,4230911,IMG3219,ED DIAGNOSTIC ULTRASOUND ECHO,117290,0.21%,Procedure,SNOMED,40701008,Procedure
2379706,Pediatric echocardiography,4331964,ECH115,PEDI ECHO 2D COMP CONG ANOMALY W DOPP AND CFI IF INDICATED 3D,116688,0.21%,Procedure,SNOMED,431852008,Procedure
8528586,No matching concept,0,LAB2880,DEEP WOUND CULTURE   (BH GH LMW YH),116620,0.21%,Metadata,None,No matching concept,Undefined
3075308,Administration of Human papillomavirus 9 vaccine,37110180,IMM102,HPV 9-VALENT (PF) 3 DOSE IM,115920,0.21%,Procedure,SNOMED,724332002,Procedure
6431604,Cardiac catheterization,4223020,CATH01,CARDIAC CATHETERIZATION,115651,0.21%,Procedure,SNOMED,41976001,Procedure
3676730,Methicillin resistant Staphylococcus aureus screening test,4296650,LAB3267,MRSA SURVEILLANCE CULTURE (INFECTION PREVENTION REQUESTED)     (BH GH LMW YH),115341,0.21%,Procedure,SNOMED,401289003,Procedure
7555883,Administration of influenza vaccine,4313306,IMM197,INFLUENZA  HIGH DOSE  QUAD  0.7ML  PRESERVATIVE FREE,114777,0.21%,Procedure,SNOMED,86198006,Procedure
4007827,Hypoglycemia management,4298269,NUR3283,Y IP HYPOGLYCEMIA MANAGEMENT GUIDELINE,114587,0.21%,Procedure,SNOMED,386328006,Procedure
9277734,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,2313991,IMG1215,US DUPLEX LOWER EXTREMITY VENOUS RIGHT,112719,0.2%,Procedure,CPT4,93971,CPT4
7810154,No matching concept,0,RT62,BLOW-BY OXYGEN,112548,0.2%,Metadata,None,No matching concept,Undefined
9665655,Bathing patient in sitz bath,4215155,NUR314,SITZ BATH,112177,0.2%,Procedure,SNOMED,81154005,Procedure
8136199,No matching concept,0,LAB9512,GROUP A STREPTOCOCCUS BY PCR     (BH GH LMW YH),110058,0.2%,Metadata,None,No matching concept,Undefined
8937247,No matching concept,0,IMG3213,CASE REQUEST IR ALL OTHERS,109506,0.2%,Metadata,None,No matching concept,Undefined
7512161,Aspiration precautions,4302407,PRE6,ASPIRATION PRECAUTIONS,109008,0.2%,Procedure,SNOMED,386519006,Procedure
7983726,No matching concept,0,REF94,AMB REFERRAL TO PULMONOLOGY,107985,0.19%,Metadata,None,No matching concept,Undefined
2138440,Saline contrast echocardiogram,37206167,ECH146,ECHO 2D COMP BUBBLE STUDY W DOPP CFI IF IND IMG ENHANC AND OR 3D,107586,0.19%,Procedure,SNOMED,785775005,Procedure
2118998,Ultrasonography of right breast,42538971,IMG523,US BREAST RIGHT,106427,0.19%,Procedure,SNOMED,961000087109,Procedure
7109991,Helicobacter pylori breath test,4064762,LAB572,H. PYLORI BREATH TEST,106263,0.19%,Procedure,SNOMED,164791003,Procedure
6742494,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, follow-up or limited study",2313871,ECH23,ECHO 2D LTD W DOPP AND CFI IF IND IMAGE ENHANCEMENT AND OR 3D,105361,0.19%,Procedure,CPT4,93308,CPT4
9516818,Ultrasonography in first trimester,40488298,IMG2963,US MFM 1ST TRI PREG <14 WEEKS (PERI ONLY)(GH YH BH NE LM),104995,0.19%,Procedure,SNOMED,446522006,Procedure
1386241,Interrogation of cardiac pacemaker,40488431,CAR15,PACEMAKER INTERROGATION-REMOTE,104763,0.19%,Procedure,SNOMED,448150008,Procedure
4843340,No matching concept,0,NUR579,V  LABS NEEDED TODAY 1,104709,0.19%,Metadata,None,No matching concept,Undefined
6262756,Single photon emission computed tomography of heart,46271428,NMC418,NM MYOCARDIAL PERFUSION SPECT (STRESS AND REST) WITH EXERCISE,103875,0.19%,Procedure,SNOMED,709549003,Procedure
2758527,Administration of influenza vaccine,4313306,IMM31,INFLUENZA  HIGH-DOSE  TRIVALENT  INJECTABLE  PF 0.5ML (65YR+),103713,0.19%,Procedure,SNOMED,86198006,Procedure
8583877,No matching concept,0,CON22,IP CONSULT TO SPIRITUAL CARE,102626,0.18%,Metadata,None,No matching concept,Undefined
9203981,No matching concept,0,LAB8449,LOWER RESP CULTURE  QUAL,102069,0.18%,Metadata,None,No matching concept,Undefined
8898720,"","",IMG5103,US BREAST SCREENING BILATERAL,101948,0.18%,"","","",""
1213490,No matching concept,0,LAB4018,FECAL GLOBIN BY IMMUNOCHEMISTRY     (Q),101849,0.18%,Metadata,None,No matching concept,Undefined
8243508,No matching concept,0,REF90,AMB REFERRAL TO PODIATRY,101149,0.18%,Metadata,None,No matching concept,Undefined
7684720,No matching concept,0,LAB892,CORD BLOOD EVALUATION     (BH GH LMW YH),100887,0.18%,Metadata,None,No matching concept,Undefined
2907329,15 lead electrocardiographic monitoring,4179374,EKG15,ELECTROCARDIOGRAM - 15 LEAD,100856,0.18%,Procedure,SNOMED,429163003,Procedure
5182874,No matching concept,0,REF22,AMB REFERRAL TO ENDOCRINOLOGY,100751,0.18%,Metadata,None,No matching concept,Undefined
9845648,Interventional radiology,4081708,IMG3022,IR MISCELLANEOUS INCL US AND CT,100440,0.18%,Procedure,SNOMED,240917005,Procedure
8065402,Administration of hepatitis A vaccine,4087236,IMM25,HEPATITIS A VACCINE PEDIATRIC   ADOLESCENT 2 DOSE IM,98435,0.18%,Procedure,SNOMED,243789007,Procedure
9086506,Transvaginal doppler ultrasonography of pelvis,4160295,IMG3476,US NON-OB TRANSVAGINAL WITH LIMITED DOPPLER (BH GH YH YHC LM WH),97859,0.18%,Procedure,SNOMED,429807002,Procedure
3748004,No matching concept,0,DIET150,DIET MODIFIED REGULAR,97410,0.18%,Metadata,None,No matching concept,Undefined
3023766,Plain X-ray of right hand,37207159,IMG111,XR HAND RIGHT PA LATERAL AND OBLIQUE,96645,0.17%,Procedure,SNOMED,3631000087109,Procedure
6583487,No matching concept,0,REF27,AMB REFERRAL TO GENERAL SURGERY,96193,0.17%,Metadata,None,No matching concept,Undefined
3521295,Evaluation of oral and pharyngeal swallowing function,2313772,SLP7,SLP ADULT SWALLOW EVALUATION AND TREAT,96133,0.17%,Procedure,CPT4,92610,CPT4
7282535,Surgical pathology procedure,4213297,LAB10828,SURGICAL PATHOLOGY (GH LMW),95230,0.17%,Procedure,SNOMED,39228008,Procedure
9798796,"Radiologic examination, abdomen; 2 views",724945,IMG2286,XR ABDOMEN AP AND DECUB OR ERECT VIEW,94840,0.17%,Procedure,CPT4,74019,CPT4
2138430,No matching concept,0,IMM213,COVID-19 GENERIC VACCINE ORDER FOR SCHEDULING,94439,0.17%,Metadata,None,No matching concept,Undefined
7865884,No matching concept,0,CON140,IP CONSULT TO GASTROENTEROLOGY,93778,0.17%,Metadata,None,No matching concept,Undefined
5573742,CT angiography of head and neck,45765481,IMG787,CTA HEAD AND NECK,93748,0.17%,Procedure,SNOMED,702430003,Procedure
9407190,No matching concept,0,DIET17,DIET PEDIATRIC REGULAR,93605,0.17%,Metadata,None,No matching concept,Undefined
1754746,"Radiologic examination, spine; thoracic, 2 views",2211392,IMG61,XR THORACIC SPINE AP AND LATERAL,92472,0.17%,Procedure,CPT4,72070,CPT4
7553684,No matching concept,0,LAB3002,GENITAL CULTURE     (BH GH LMW Q YH),92425,0.17%,Metadata,None,No matching concept,Undefined
2231470,Ultrasonography guided regional nerve block,44811088,IMG3689,US GUIDANCE FOR ANESTHESIA BLOCK,92111,0.17%,Procedure,SNOMED,862871000000102,Procedure
9703834,No matching concept,0,LAB3517,SUPERFICIAL WOUND CULTURE     (BH GH LMW YH),91968,0.17%,Metadata,None,No matching concept,Undefined
9327035,No matching concept,0,LAB5809,GROUP B STREP PCR (PEN NON-ALLERGIC)  (BH GH LMW YH),91518,0.16%,Metadata,None,No matching concept,Undefined
7281497,No matching concept,0,NUR1171,POST PROCEDURE CATH LAB EP,91402,0.16%,Metadata,None,No matching concept,Undefined
4102544,Placing restraint,4286202,RES4,RESTRAINTS NON-VIOLENT OR NON-SELF DESTRUCTIVE,91275,0.16%,Procedure,SNOMED,68894007,Procedure
1615653,No matching concept,0,LABEX10816,SARS COV-2 (COVID-19) INFLUENZA A+B RSV (EXTERNAL),90985,0.16%,Metadata,None,No matching concept,Undefined
8641577,MRI of brain,37311324,IMG3358,OSF MRI BRAIN,90730,0.16%,Procedure,SNOMED,816077007,Procedure
7029075,No matching concept,0,NUR482,PULSE CHECKS,90077,0.16%,Metadata,None,No matching concept,Undefined
6706054,No matching concept,0,OPH267,FUNDUS PHOTOS - OU - BOTH EYES,89866,0.16%,Metadata,None,No matching concept,Undefined
2886914,No matching concept,0,NUR371,TURN COUGH DEEP BREATHE,89771,0.16%,Metadata,None,No matching concept,Undefined
3752959,No matching concept,0,LAB9041,HOME DRAW (BH GH LMW YH),89587,0.16%,Metadata,None,No matching concept,Undefined
7508760,No matching concept,0,SUP2500,GENERIC MEDICAL SUPPLY,89384,0.16%,Metadata,None,No matching concept,Undefined
8183289,"Radiologic examination, hips, bilateral, with pelvis when performed; 2 views",42628062,IMG117,XR HIPS BILATERAL AP LATERAL W AP PELVIS,89315,0.16%,Procedure,CPT4,73521,CPT4
6363424,No matching concept,0,11500001,COMMUNICATION TO PROVIDER,89101,0.16%,Metadata,None,No matching concept,Undefined
