care_site_id,Department
24501,YNH ADULT DENTAL - NH HOWARD AVE
39219,YNH SOCIAL WORK SMILOW ONCOLOGY
1830,BH ADVANCED RAD LAB STFD
38399,SNF MASS TESTING - LORD CHAMBERLAIN
2477,NE GI NEW HAVEN
2148,YM GENETICS DNA LAB
25051,LMH CARDIOLOGY LIMB PRESERVATION
2759,YHC NUTRITION
29122,NE CARD TRUMBULL PARK AVE
41474,CSHH PEDIATRICS DIXWELL Q HOUSE
1319,YNH PEDI ENT
3396,METABOLISM ASSOCIATES - MILFORD
2780,YHC CT
40931,GH HVC LRR CARDIAC SERVICES
42917,NE 8 DEV NOH DIGESTIVE HLTH
40378,CSHH PEDIATRICS 410 W HAVEN
2069,GH RYE BLOOD DRAW
2119,YMG PEDI ENDO OFFSITE
3874,GH VALLEY DRIVE LAFAYETTE ONCOLOGY CENTER
40672,YNH PEDI ADOLESCENT TRUMBULL
2026,GH 4 DEARFIELD DR LAB
24681,YNH PETCT CARDIOLOGY
21548,WH DRAW STATION MORGAN BLDG
1246,YNH NEUROPHYSIOLOGY
2621,NE DR ANDREW CUTNEY
27766,NE IM GREENWICH
23354,NE WOUND CARE MONTAUK AVE
30287,NE WH UROLOGY WESTERLY
40092,YM NEPHROLOGY BRANFORD
2261,YM NEUROLOGY NEUROMUSCULAR MEDICINE
2373,YMG PEDI NORWALK NEUROSURGERY
38449,YM NEUROLOGY GUILFORD
2689,FAIRFIELD MEDICAL GROUP
4081,BH OUTPATIENT BURN CLINIC
19202,ZZZLMH SLEEP LAB 3.6
31641,MC ED US PHYS
374,GH INFECTION PREVENTION
955,RALPHOLA TAYLOR COMMUNITY HEALTH CENTER
4043,INTERNAL MEDICINE OF GREATER NEW HAVEN
4155,WHITNEY CENTER
21444,LMH EMERGENCY DEPARTMENT
562,YNH PAREX MATERNAL FETAL MED LONG W COST CENTER DEPARTMENT
41264,OPTHC PED BARNUM SBHC
44399,BH MOTILITY
1509,SRC VERDI 4 WEST
43797,YNH SMILOW PEDI HEM ONC BMT
44601,YALE NEW HAVEN URGENT CARE VIRTUAL CT
36993,YNH SMILOW THORACIC ONCOLOGY NH
858,YNH TUMOR PROFILING LABORATORY
37892,YNH CT VALLEY HOSPITAL
3534,SHARON HOSPITAL
1756,BH ED PRIVATE REFERRAL
21515,WH WOUND CARE
3511,WILLIAM BACKUS HOSPITAL EMERGENCY SERVICES
1395,YNH SMILOW ORANGE
2027,GH 40 CROSS ST NORWALK LAB DRAW
29103,ZZYNH PEDI NEUROLOGY 500 W PUTNAM
29642,NE IM WESTBROOK
4186,NE BH DANBURY CARDIAC SERVICES
1368,YNH SMILOW PHARMACY ONC NP 8
2476,NE IM NEW HAVEN PRINCE ST
4074,GH SILVER HILL LAB SPECIMENS
4266,OPTIMUS MAIN STREET PEDIATRICS
44840,YNH OCC HEALTH RESIDENT CLINIC
21410,WH ANESTHESIA
27780,SOUTH COUNTY MEDICAL GROUP
973,YNH EP 57 HVC
3529,NE PULMONARY BRANFORD
29106,ZZYNH PEDI HEM/ONC 500 W PUTNAM
18057,INTERIM HEALTHCARE - HARTFORD
551,MILFORD HEALTH & REHAB
638,YM IM CARDIOLOGY
43192,SRC CELENTANO 2 OBSERVATION
1938,GH OUTPATIENT PSYCH CLINIC
4001,YM MATERNAL FETAL MEDICINE WESTPORT
38605,CSHH WOMENS HEALTH SARGENT DRIVE
41362,OPTHC BH ATLANTIC
2020,GH IMAGING CTR1 MAMMO
45555,GH CENTER FOR HEALTHY AGING 2015 MAIN
2715,FAIR HAVEN SBHC PEDI FH K-8
31275,YM CSC OUTPATIENT ADULT NH GEORGE ST
2764,YHC PEDIATRICS
26628,NE PEDS RYE BROOK
370,YNH RESPIRATORY THERAPY
21502,WH LAB BLOOD BANK
45129,GH OUTPATIENT PSYCH PROGRAM W MAIN ST
41987,HOME HOSPITAL MEDICINE SERVICE
1575,CT SCAN SRC RADONC
43823,BH PCC YM HVC VASCULAR
40239,LMH LACTATION PROGRAM
1415,YNH SMILOW TORRINGTON
408,GH OB/GYN SERVICE
2504,NE NEUROLOGY ORCHARD
3983,YNH PEDI ECHOCARDIOGRAPHY OLD SAYBROOK
21500,WH INTENSIVE CARE
30385,CSHH INFECTIOUS DISEASE HOMELESS CHOUSE
18037,BH OUTPATIENT IMAGING PARK AVENUE CT
1768,BH UROLOGY SUITE
3532,YMG CENTER FOR ORTHOPAEDICS - BRANFORD
18014,LMMG PRI CARE NIANTIC
2771,YHC FAST TRACK
32075,NE NEW LONDON INPATIENT PSYCHIATRY
3367,DSI NORTH HAVEN
4022,GH NUTRITIONAL PERINATOLOGY
18063,LMMG BEHAVIORAL GROTON
22365,CENTER FOR HOSPICE CARE SOUTHEAST CT
39416,YNH PEDI AUDIOLOGY TRUMBULL
24707,NE POD GREENWICH
26623,SRC MCGIVNEY OR
2717,FAIR HAVEN SBHC PEDI J MARTINEZ
19126,YM NEUROSURGERY STAMFORD
36306,MC MOR IP OVERFLOW
38222,SNF MASS TESTING - MYSTIC HEALTH
2043,GH 75 HOLLY HILL XRAY
1646,SRC TRAUMA ORCHARD
27138,YNH SHORELINE PREOP/PACU
43464,YNH NORWALK PSYCH PEDI GENDER
1275,YNH PSY TRANSPLANT
31324,MC BLOOD BANK SERVICES
1156,YNH SHORELINE LAB SPECIMENS
21719,LMH PEQUOT PRE/POST
38380,RIVER VALLEY SERVICES
32064,YM NEUROSURGERY 55 HOLLY HILL
45317,YM OBGYN FAM PLAN NH SHERMAN
4066,FAIR HAVEN PEDIATRICS 50 GRAND AVE
43968,FCHC PEDIATRICS RIPPOWAM MIDDLE SBHC
2081,YMG PEDI LW INTERNATIONAL ADOPTION
2099,YM SURGERY VASCULAR GUILFORD
4009,YM SURGERY PLASTICS HAND GUILFORD
621,YM SURGERY PLASTICS
19076,ZZZLMH SURGICAL OR
24180,NE RHEUM NEW HAVEN
41673,YNH NNICU LACTATION
410,GH IMMUNOLOGY & ALLERGY SERVICE
1795,BH BCHC MAMMOGRAPHY
44408,MC CASE MANAGEMENT
1329,YNH PEDI GENERAL SERVICE
27792,YNH SMILOW RAD ONC H&N CLINIC
43330,NE PHYSICAL THERAPY FISHERS ISLAND
1173,YNH MFM LONG WHARF ANESTHESIA
3910,YM OB GEN WHALLEY AVE
4137,LAB FOR MANCHESTER MEMORIAL
29113,BH PARK AVE CARDIAC TESTING
455,YNH PAIN SERVICE
1318,YNH PEDI THYROID CLINIC
38508,YHC YU MORSE - STILES
1553,SRC ANESTHESIA
24750,YCCI SENSITIVE RESEARCH
26311,YNH NEONATOLOGY SERVICE
2777,YHC INPATIENT PHARMACY
3388,BH PEDIATRIC NEONATOLOGY
925,"OBGYN OF FAIRFIELD COUNTY, LLC"
21656,LMH MEDICINE SERVICE
3444,VISITING NURSE SERVICES OF SOUTHERN CT
29324,NE CONCIERGE FENNELL RYE BROOK
1427,YNH PEDI NORWALK ADOLESCENT COMP
1540,SRC HEALTH INFO MGMT
19127,YM ORTHOPEDICS STAMFORD
840,YNH WEST HAVEN DRAW STATION
1101,YNH GENETICS LW CLINIC
19120,YM NEURO EMG STAMFORD
39544,YNH SP 74 PEDI SHORT STAY OVERFLOW
44997,NE BH ORTHO PRIMARY CARE CLINIC
39879,NE XRAY UNCASVILLE
2343,YM DERMATOPATHOLOGY LAB
35818,GH BREAST CTR ULTRASOUND
44006,GH PEDI HEPATOLOGY 500 W PUTNAM
3585,YNHCH BH SLEEP STUDY
4181,WHITE ROSE HOME HEALTH CARE AGENCY
43271,YM PEDI DIABETES SHAWS COVE
1805,BH TRUMBULL MONROE TEST CTR
4232,BH QUEST VALENCIA IMMUNOLOGY
29703,GH OHS STRESS - LRR STAMFORD
2723,PULMONARY CARE PC-BRAN
38489,NE PM FM FAIRFIELD KINGS HWY
876,THE GUILFORD HOUSE
3472,DR HASBANI AND DR HASBANI MD
32056,MC HOME DRAW
3823,SRC ADULT PRIMARY CARE PSYCHIATRY
4146,LAB FOR STAMFORD HOSPITAL
41261,OPTHC BH HALL
4234,YNH WP 7 NEURO & MED SPEC
1110,YNH PEDI LW MDA CLINIC
41466,BH PCC NEPHROLOGY CLINIC
600,YM PEDI GENERAL
31128,YNH REHAB SERVICES PEDI YORK ST
41538,LMH DRAW STATION UNCASVILLE
43991,GH PEDI ORTHO 500 W PUTNAM
4251,MIDDLESEX HEALTH CARE CENTER
26666,NE IM BRANFORD 500 EAST MAIN ST
1359,YNH SMILOW SURVIVORSHIP
4138,LAB FOR MANCHESTER MEMORIAL ROCKVILLE
4179,NORTHBRIDGE HEALTH CARE CENTER
40594,YM DIGESTIVE DISEASE MONTAUK
1731,BH PULMONARY REHAB
2684,DIGESTIVE DISEASE ASSOCIATES - BRANFORD
4159,BH CASE MANAGEMENT
1129,YNH REHAB SERVICES PEDI
586,YM IM GENERAL MEDICINE
3574,NE PM GI TRUMBULL WHITE PLAINS RD
42195,OPTHC PED EAST MAIN
1895,BH OUTPATIENT IMAGING COMMERCE PARK ULTRASOUND
767,PROHEALTH PHYSICIANS INC
29599,ANCHOR HEALTH INITIATIVE-HAMDEN
40665,YM OBGYN UROGYN BRANFORD
413,GH MEDICINE SERVICE
1974,GH MAIN OR
29292,YNH SMILOW PALLIATIVE GUILFORD
38482,LMH URO MDC WATERFORD
21445,LMH INTERVENTIONAL RADIOLOGY
2385,YM CSC IN HOME PIFA
3580,NE PM UROLOGY 204 FAIRFIELD
1615,SRC ELDERCARE HAMDEN
24285,YM DERMATOLOGY E MAIN BRANFORD
37659,LMH 5.1 MEDICAL SURGE
31170,MC DRAW STATION
43175,NE INTERVENT PAIN HOWARD NEW LONDON
1020,YNH SP 7MC PED MED/CAR
30162,MC MAIN PRE/POST
2497,NE PULMONARY SHERMAN
3909,BH GENETIC COUNSELING FAIRFIELD
4051,CONNECTICUT ORTHOPAEDIC SPECIALISTS
2469,NE DR. CHARLES RETHY
45389,NE OBGYN GENERAL PARK AVE
18268,VISITING NURSES OF THE LOWER VALLEY
1462,YNH INT IMM INFUSION DEVINE
21270,WESTERN CONNECTICUT HEALTH NETWORK
3914,PEDIATRIC HEALTHCARE ASSOCIATES
4014,YNH MH OCCUPATIONAL THERAPY
1021,YNH WP 8T PEDIATRIC TXP
43040,YNH COVID LONG HAUL
1776,BH CAT SCAN
24947,NE PODIATRY GREENWICH XRAY
4106,NE SURFSIDE APTS
31395,YM CARDIOLOGY NEW LONDON
3985,GH CARDIAC DIAG VALLEY DRIVE
4033,CONNECTICARE
38623,YNH ED TELEHEALTH
42043,YHC YU COLOR COVID 19 TESTING
3463,YM METABOLIC HEALTH AND WEIGHT LOSS
42556,NE OBGYN STAMFORD EAST MAIN STREET
29091,YNH SMILOW BMT-CAR T
3495,CONNECTICUT PULMONARY SPECIALISTS
38475,YNH YCCI RESEARCH WEST CAMPUS
1324,YNH PEDI RESPIRATORY
42392,NE ORTHO SURG MILFORD XRAY
2158,YM CSC AUTISM CLINIC NH TEMPLE ST
579,YM IM PULMONARY
2258,YMG PLASTIC SURG YPB LL
642,HARBOR VILLAGE NORTH REHAB & NURSING CENTER
1824,BH PRIMARY CARE RHEUMATOLOGY
21405,WH RESPIRATORY SERVICE
2525,NE SR GENERAL MEDICINE
4139,LAB FOR MIDDLESEX HOSPITAL
40252,NE COVID VACCINE FAIR FEMA TRAILER
21361,MEDICAL ASSOCIATES MADHU GOWDA HAMDEN
38509,YHC YU HOPPER - BERKELEY
29880,YM FATTY LIVER CLINIC FAIRFIELD
2204,YM PEDI HEPATOLOGY GREENWICH
21701,WH INFECTION PREVENTION
44567,BH PCC METABOLIC PROGRAM
3545,NE PM CARD SHELTON CORPORATE DR
30554,NE MC PULMONARY
40898,NE YNH ORTHO SURG GUILFORD
41800,BH ALLERGY IMM MEDEASE BPT
635,INTERIM HEALTHCARE - NORTH HAVEN
1072,YNH DR ED XRAY
26383,YNH SMILOW SU BREAST-NORTH HAVEN
1831,BH REACH ADOLESCENT
21706,LMH HEALTH INFO MGMT
29701,LMH ED - NEMG PCP
42691,NE SLEEP STAMFORD
4183,YNH PEDI HEM/ONC OLD SAYBROOK
44163,GH PEDI HEM ONC COAG 500 W PUTNAM
1197,YNH HAMDEN MRI
2290,YMG PEDIATRIC NEUROSURGERY CLINIC
45396,CENTRAL SCHEDULING - NEUROSURGERY
41281,OPTHC FIN PARK CITY
1311,YNH PEDIATRIC SURGERY
18013,LMMG PRI CARE MYSTIC
24183,NE XRAY 4A DEVINE NORTH HAVEN
31378,MC EKG
3540,NE PM INT MED 2 FAIRFIELD
1949,GH DIABETES PROGRAM
30538,CSHH WIC
40313,NE HEPATOLOGY NEW ROCHELLE
41689,NE GI WESTPORT 325 RIVERSIDE
41065,YM ENDOCRINE SURGERY TRUMBULL
1123,YNH PEDI LW GENERAL SERVICE
18007,LMMG PHYSIATRY NEW LONDON
2507,NE BREAST CENTER ORCHARD
3530,YMG CENTER FOR ORTHOPAEDICS - HAMDEN
21349,YM EP NEW HAVEN
26385,YM UROLOGY PARK AVE
2116,YM ORTHO MIDDLEBURY
2700,FAIR HAVEN PEDIATRICS 374 GRAND AVE
1869,BH RIDGEFIELD CARDIAC SPECIALISTS
3978,YNH PEDI UROLOGY OLD SAYBROOK
18049,WH CLINICAL DATA
3514,SRC DRAW STATION FAMILY HEALTH CTR
21406,WH PHYSICAL THERAPY
43332,YNH SMILOW HEMA ORANGE
399,YNH OTOLARYNGOLOGY SERVICE
1460,YNH DRAW STATION NORTH HAVEN CROSSROADS
2071,YMG ADOLESCENT PCOS CLINIC
44599,YALE NEW HAVEN URGENT CARE RIDGEFIELD
1199,YNH FOXON URGENT CARE
983,YNH WP 8 SURGERY
3464,YMG ORTHO STAMFORD
21721,LMH PEQ CARDIOVASCULAR ULTRASOUND
32058,YM RAPID FOLLOW UP CLINIC
32062,YM AMB INTERVENTIONAL RADIOLOGY BPT
43994,GH PEDI BLOOD DRAW 500 W PUTNAM
598,YM PEDI ADOLESCENT MEDICINE
1048,YNH EPOR
1935,GH PULMONARY LAB
29249,YNH SMILOW TOBACCO FAIRFIELD
2710,FAIR HAVEN DIABETES PREVENTION
39458,SRC SHERMAN AVE OCC HEALTH CLINIC
1299,YNH PEDI HEPATOLOGY
1940,GH MEDICAL AMBULATORY - TELEMETRY
500,PARK CITY CENTER FOR OB/GYN
1566,SRC OUTPT DIAG TESTING XRAY
3542,BH QSITE ELECTROPHYSIOLOGY COST CENTER DEPARTMENT
30619,YNH SURGERY COMM DIS OLD SAYBROOK
2531,NE SR PSYCH HOSP SVCS CONSULTS MED FL
24261,YNH WP 1 PEDS SHORT STAY
4148,LAB FOR TUFTS MEDICAL CENTER
39621,GH COVID VACCINE FAIR OCC HEALTH
1040,YNH PEDI BLOOD DRAW WP2
1548,SRC AMB INTERVENTIONAL RADIOLOGY
2622,NE INTERNAL MEDICINE - FAIRFIELD
38129,DCF SULNIT
1,INITIAL DEPT
2711,FAIR HAVEN ENDOCRIN 374 GRAND AVE
3879,YNH FOOT AND ANKLE SURGEONS
38379,SNF MASS TESTING - MILFORD HEALTH & REHAB
1787,BH CARDIAC CATH LAB
2745,YHC BEHAVIORAL HEALTH
20017,ZZZLMH DENTIST SERVICE
31281,YM CSC IN HOME IFP NH GEORGE ST
498,CARDIO ASSOC OF GREATER WATERBURY
4032,ST FRANCIS SMILOW
496,WAVENY CARE CENTER
3408,YNH EMG GUILFORD
485,CONNECTICUT HEALTH OF GREENWICH
4168,GH NUTRITIONAL OUTPATIENT CNTR
1811,BH PRIMARY CARE MEDICAL
21433,LMH 4.4 NURSERY
1425,YNH PEDI NORWALK NEUROLOGY
3445,HARTFORD HEALTHCARE AT HOME
1757,BH WEST TOWER 10
501,OPEN DOOR FAMILY MEDICAL CENTER
462,BH BEHAVIORAL HEALTH THERAPIES
452,BH RHEUMATOLOGY SERVICE
1706,BH ANGIOPLASTY SUITE
24634,FAIRVIEW OF GROTON
36923,YNH NP 8 INFUSION OVERFLOW
27795,WOMEN'S HEALTH NEW HAVEN
28882,YNH DRAW STATION BRFD INT MED
41367,OPTHC FMC STRATFORD
4188,NE BH MILFORD CARDIAC SERVICES COMMERCE
1588,SRC ADULT IOP PHP CHAPEL
21462,LMH ENDOSCOPY
1945,GH MEDICAL AMBULATORY - PEDIATRIC
3457,YNH SMILOW FAIRFIELD
3446,SRC PAREX-SR-M/S SUPP-PAT CHARGEABLE
23177,YNH SOCIAL WORK PRIMARY CARE PEDI
29618,NE PM ENDO WESTPORT
30168,CSHH BH DIXWELL - ADULT
929,WESTPORT HEALTH CARE CENTER
26765,YM COUNTY OB MAIN BRANFORD
1141,YNH NORTH HAVEN XRAY
1312,YNH PEDIATRIC NEUROSURGERY CLINIC
3989,SRC SENIOR ASSESSMENT HAMDEN
1208,YNH WEST HAVEN XRAY
4262,YNH SCCC FAIRFIELD LAB
43995,GH PEDI DIGESTIVE & BLADDER REHAB
28825,PRIMARY CARE OF SHELTON
21452,LMH NEONATAL ICU
2691,ENDOCRINE ASSOC OF CT - BRANFORD
41376,OPTHC BH TISDALE SBHC
1440,YNHCH BH PRIMARY CARE PEDIATRIC
2472,NE DR DAVID RICCIO
3969,YNH AMB CARDIOLOGY OLD SAYBROOK
24589,FAIR HAVEN DENTAL SMILES2GO VAN
29952,CSHH INFECTIOUS DISEASE 428 COLUMBUS
3476,YNH LW PEDI ECHO
24945,YNH FATTY LIVER CLINIC OLD SAYBROOK
43025,YM ORTHO EMG NORTH HAVEN
990,YNH NP 12 HIGH AMENITIES
3570,NE PM FAM MED 203 FAIRFIELD
41335,OPTHC BH EAST MAIN
2441,YM SURGERY ONCOLOGY FAIRFIELD
1239,YNH PCC PEDIATRIC CONTINUITY CLINIC
21397,WH QUEST CHANTILLY
21446,LMH LAB BLOOD BANK
2022,GH IMAGING CTR1 US
2168,YMG TEMPLE CORNEA
2709,FAIR HAVEN FREE CLINIC
3571,NE PM GEN SURG 206 TRUMBULL
21631,WH MORGAN XRAY
22100,GH NEUROLOGY OF GREENWICH
17992,LMMG PAIN MGT WESTERLY
29974,CSHH HOMELESS COMM BASED MEDICAL
23352,NE NEUROPSYCHOLOGY MONTAUK AVE
497,QUEST RESULTS
21463,LMH 3.6 CLINICAL DESIGN UNIT
30151,YNH ORAL MAXILLOFACIAL SURGERY LW
31329,YNH TXP INFECT DISEASE NEW HAVEN
41097,YM ORTHO DME STAMFORD
1321,YNH PEDI NEPHROLOGY
1683,BH DELIVERY ROOM
38266,BRIDGEPORT JUDICIARY
44830,YNH YCCI MRRC RESEARCH
45320,YNH PEDI VASCULAR ANOMALIES CLINIC
1206,YNH WEST HAVEN MAMMO
2130,YM MINERAL METABOLISM LAB
1926,GH SURGICAL C - SURGICAL/MEDICAL
1597,SRC PHARMACY CLINIC
23366,YNH PEDI OLD SAYBROOK PULMONARY FUNCTION TESTING
2646,NE CS CARD RIDGEFIELD
3364,YNH LIVINGWELL CARES
31588,YM RHEUMATOLOGY 3018 DIXWELL HAMDEN
1807,BH AHLBIN CTR BRIDGEPORT
1069,YNH DR NUCLEAR MEDICINE/PET
26349,YNH PEDI LW UROLOGY DSD
29967,CSHH OPHTHALMOLOGY 400 COLUMBUS
743,YNH ANESTHESIA OB
24206,NE LMH CANCER CENTER
1884,BH OUTPATIENT IMAGING STRATFORD XRAY
3882,GUILFORD INTERNAL MEDICINE
44594,YALE NEW HAVEN URGENT CARE MANCHESTER
2397,YMG ORTHOPAEDIC ASSOC - ORANGE
423,GH PULMONARY SERVICE
464,YNH CARDIOLOGY SERVICE
1928,GH GERIATRIC ASSESSMENT PROGRAM
4270,BH PARK AVE LAB
40681,NE COVID VACCINE UNCASVILLE
411,GH INFECTIOUS DISEASES SERVICE
1556,SRC SHORT-TERM SURGERY
2506,NE THORACIC ORCHARD
1696,BH SURGICAL INTENSIVE CARE
38443,YM NEUROLOGY STROKE GUILFORD
43376,YM DIGESTIVE PANCREAS CYST CLINIC
2496,NE ENDOCRINOLOGY SHERMAN
19196,ZZZLMH NEURODIAGNOSTICS
29120,GH SPEECH & LANGUAGE 500 W PUTNAM
44569,FAIR HAVEN BH IOP SHORELINE
29697,FEMR IMAGING
4092,CHARLOTTE HUNGERFORD HOSP RADIATION TORRINGTON
768,WEST HAVEN MEDICAL GROUP AT THE REGENCY HOUSE
1444,YNH SMILOW PHARMACY NORTH HAVEN
1975,GH MAIN PREOP/PHASE II
41558,CSHH MEDICAL REGGIE MAYO SBHC
1000,YNH SP 74 PEDI SHORT STAY
96,EMH SOCIAL WORK
511,YNH IMMUNIOLOGY COST CENTER DEPARTMENT
2147,YM CYTOGENETICS LAB OLD
24914,YNH OBGYN GEN ADOLES WP2 NEW HAVEN
42508,YNH PEDI OBESITY NORWALK
38272,CSHH WOMENS HEALTH ANSONIA
2062,GH BENDHEIM ONC PHARM
2628,NE ENDO TRUMBULL PARK AVE
4144,LAB FOR ST FRANCIS HOSPITAL
1475,YNH UROLOGY ORCHARD
26626,YM WINCHESTER LMH CHEST CLINIC
2499,NE GEN SURGERY NORTH HAVEN
1512,SRC VERDI 5 NORTH
2662,NE GREENWICH HYPERBARIC AND WOUND CARE
2670,NE PEDIATRIC ASSOCIATES
3933,YNH SMILOW OLD SAYBROOK
19200,ZZZLMH PSY IOP
44003,GH PEDI OPHTHALMOLOGY 500 W PUTNAM
1331,YNH PEDI UROLOGY PSC
3984,YNH MH IMAGING
2016,GH OCCUPATIONAL THERAPY - STAMFORD
2787,COMMUNITY CONNECT
21723,LMH FILE ROOM
1733,BH INPATIENT PHARMACY
490,BH FOOD AND NUTRITION SERVICES
24387,FAIR HAVEN CARE COORD 50 GRAND AVE
29285,NE IM HAMDEN WHITNEY AVE
42521,NE GYN GUILFORD 385 CHURCH
42593,YNH PEDI MDE FOSTER CARE CLINIC
44017,FAIR HAVEN SBHC DENTAL MBA
31388,MC DEXA BONE DENSITY
39891,YNH SURGERY COLORECTAL NEW HAVEN
42622,YNH OBGYN GEN ADOLES OLD SAYBROOK
1045,YNH FETAL TREATMENT CENTER
3992,CONNECTICUT GASTROENTEROLOGY ASSOCIATES
42615,NE URO MILFORD BPR
794,AMEDISYS HOME HEALTH OF HAMDEN
42632,YM CARDIOLOGY GRANT ST BRIDGEPORT
2742,"SPECTRUM PSYCHIATRIC GROUP, P.C."
3417,LYNX YH PEDI ED COST CENTER DEPT
3498,YM CARDIOLOGY NORWICH
23173,YNH PRENATAL GENETICS PROGRAM
1461,YNH HVC OP NORTH HAVEN
26340,NE PAIN MGMT NORWICH
31308,MC MEDICINE SERVICE
3528,YM RHEUMATOLOGY NH ORCHARD
4044,SCARSDALE MEDICAL GROUP
1282,YNH CONGESTIVE HEART FAILURE
958,YNH WP 10 MATERNAL SPECIAL CARE
22213,LMH SUNQUEST LAB PATHOLOGY
4302,VITAS HEALTHCARE - MIDDLEBURY
24166,NE HEALTH INFO MGMT
1228,YNH TSC INFUSION
29326,NE WH VASCULAR CLINIC
44316,YM CSC WESTPORT
1358,YNH SMILOW SU BREAST
1963,GH MATERNAL FETAL MEDICINE
24991,ANCHOR HEALTH INITIATIVE-STAMFORD
39380,YNH OBGYN FAMILY PLANNING HOWARD AVE
1850,BH RADIATION ONCOLOGY TRUMBULL
27779,NE GEN SURG TRUMBULL QUARRY RD
41363,OPTHC ACU CHASE
2238,YMG VASCULAR CLINIC
21726,WH HEALTH INFO MGMT
38568,HHC SCHEDULING
21774,NE BEHAVIORAL MED MYSTIC
2563,NE SR SURFSIDE APTS
4143,LAB FOR PFIZER
21759,NE GEN SURG NEW LONDON
29323,WH POLICE DRAW STATION
2582,NE PSYCHIATRY - FAIRFIELD
42861,YM SURGERY COMM DISORDER MILFORD
1918,GH NEONATAL ICU
39939,YNH COVID VACCINE FAIR MOHEGAN SUN
865,BH SBO
24868,YM PEDI CARDIOLOGY ST MARYS PHOENIX
43431,GH SMILOW THORACIC SURGERY
18009,LMMG ENDOCRINE STONINGTON
3945,GH SMILOW SPECIALTY THERAPY CLINIC - LAFAYETTE
21402,LMH OCCUPATIONAL THERAPY
1809,BH PRIMARY CARE PEDIATRIC
3936,YNH PEDI BLOOD DRAW OLD SAYBROOK
1909,GH MATERNITY A
45386,YM SURGERY BARIATRICS WATERFORD
13719,IPC HEALTHCARE
30783,NE MC SURG PA
1297,YNH NEUROLOGY MOVEMENT (BOTOX)
25022,YM OB/GYN ONC PARK AVE TRUMBULL
43493,YM HOME EEG HOWARD
29119,GH PEDIATRIC CLINIC 500 W PUTNAM
39646,NE COVID VACCINE FAIR WEST HAVEN
2460,NE DR STEPHEN BRENNER
2653,NE OB/GYN SHELTON
21472,LMH CROSSROADS XRAY
384,BH OCCUPATIONAL THERAPY
1576,SRC GI LAB US
24642,YM NEUROLOGY GREENWICH
405,GH CARDIOLOGY SERVICE
29956,CSHH ADDICTION MEDICINE 428 COLUMBUS
29847,LMH 3.6 MEDICINE
41386,OPTHC DENTAL PARK CITY
1037,YNH HUNTER 4 DERMATOLOGY
18045,NE GREENWICH CRITICAL CARE
2209,YM MATERNAL FETAL MEDICINE WATERBURY
39460,YHC YU 60 SACHEM ST
1449,YNH INFLAMMATORY BOWEL DISEASE/GI
1456,YNH DEVINE ST BONE DENS
3561,NE PM IM TRUMBULL QUARRY RD
40598,YM ORTHO SPORTS MEDICINE SCSU
1953,GH INFUSION
2293,YMG PEDI GENERAL SERVICE
3581,NE PM IM TRUMBULL MADISON AVE
26350,YNH CARDIOLOGY MFM LONG WHARF
1482,YNH DRAW STATION SMILOW SHARON
3521,YNH DEVINE ST BREAST ULTRASOUND
24098,NE CARDIOLOGY 4A DEVINE NORTH HAVEN
4152,YNH PEDI YPB CARDIAC SERVICES
38400,CAPITAL REGION MENTAL HEALTH CENTER
41256,OPTHC FMC HOLLOW
2534,NE SR RHEUMATOLOGY
19117,NE PERINATOLOGY PURCHASE US
39838,SRC TENT
1066,YNH DR CT
41802,YNH PROJECT MOTHER CARE
38143,YNH CONSULT CONNECT
19203,ZZZWH IV THERAPY
24146,NE FM NORWICH
1132,YNH PEDI LW SURGERY
43986,GH PEDI ENDO 500 W PUTNAM
880,BH CHEMISTRY COST CENTER DEPARTMENT
40932,YM TRUMBULL VASCULAR US
836,YNH HAMDEN DRAW STATION
2369,YMG PEDI NORWALK NEUROLOGY
742,YNH BH CHILDREN BH CARDIOLOGY R10
41544,LMH SMILOW LIVER CLINIC WATERFORD
19990,YNH PEDI GENOMICS DISCOVERY PROGRAM
1826,BH PEDIATRIC ECHOCARDIOGRAPHY
39210,NE ENT FAIRFIELD KINGS HWY
43014,YM ORTHO WALK IN NORTH HAVEN
2178,YM SURGERY IBD
1367,YNH SMILOW BOUTIQUE
1487,SRC CELENTANO 1
2543,NE SR MIDWIFERY  PRIMARY CARE
38604,CSHH RHEUMATOLOGY SARGENT DRIVE
21484,LMH PEQUOT BONE DENSITY
4208,FAIRFIELD COUNTY INT MED & GASTRO ASSOC FAIRFIELD
2305,YMG PED ENT
1891,BH OUTPATIENT IMAGING FAIRFIELD DEXA
1316,YNH PEDI INF DISEASE SPECIALTY CTR
3361,COMPREHENSIVE ORTHOPAEDICS
1612,SRC MIDWIFERY SHELTON
3372,NE GREENWICH PAIN CONSULTING SERVICES
29126,NE WALK IN NIANTIC
1779,BH MRI
1808,BH AMBULATORY MEDICAL NORTH
21546,WH DRAW STATION
649,PROFESSIONAL HOMECARE SERVICES/BIOSCRIPT
896,BH GERIATRIC EMERGENCY MEDICINE SERVICE
24196,DR PETER ROGOL GUILFORD
21673,LMH DERMATOLOGY SERVICE
24169,NE CARDIOLOGY YM
2137,YMG YCCI HOSPITAL RESEARCH CENTER
1744,BH PC PODIATRY (INACTIVE)
27765,YM NEUROSURGERY TRUMBULL
962,YNH EP 106 HRU (RESEARCH)
1775,BH MAMMOGRAPHY
