measurement_id,concept_name,concept_id,frequency,percentage,unit_source_value,domain_id,vocabulary_id,concept_code,concept_class_id
9283181,Specific gravity of Urine,3033543,1091468,1.38%,"",Measurement,LOINC,2965-2,Lab Test
5552654,pH of Urine,3015736,1088232,1.38%,[arb U],Measurement,LOINC,2756-5,Lab Test
4662151,INR in Platelet poor plasma by Coagulation assay,3022217,1083156,1.37%,"",Measurement,LOINC,6301-6,Lab Test
2824251,Glasgow coma score total,3007194,1072795,1.36%,"",Measurement,LOINC,9269-2,Clinical Observation
1905211,Pain severity [Score] [PhenX],40766725,1065800,1.35%,"",Measurement,LOINC,64008-6,Clinical Observation
9411157,No matching concept,0,1062704,1.34%,"",Metadata,None,No matching concept,Undefined
7828425,No matching concept,0,1061382,1.34%,"",Metadata,None,No matching concept,Undefined
1446458,Leukocytes [#/area] in Urine sediment by Automated count,3051014,1056032,1.33%,[HPF],Measurement,LOINC,46702-7,Lab Test
4193875,Type of arrhythmia on EKG,21490871,1046956,1.32%,"",Measurement,LOINC,76281-5,Clinical Observation
2099235,Erythrocytes [#/area] in Urine sediment by Automated count,3048402,1041303,1.32%,[HPF],Measurement,LOINC,46419-8,Lab Test
2026929,Temperature of skin,4265708,1036862,1.31%,"",Measurement,SNOMED,364537001,Observable Entity
4538180,Bacteria identified in Urine by Culture,3026008,1035176,1.31%,"",Measurement,LOINC,630-4,Lab Test
3824071,"","",1031436,1.3%,"","","","",""
2254491,INR in Platelet poor plasma by Coagulation assay,3022217,1025612,1.3%,"",Measurement,LOINC,6301-6,Lab Test
8808738,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory specimen by NAA with probe detection,706163,1013088,1.28%,"",Measurement,LOINC,94500-6,Lab Test
9400642,Cholesterol in LDL [Mass/volume] in Serum or Plasma by calculation,3028288,971663,1.23%,mg dL,Measurement,LOINC,13457-7,Lab Test
3507726,Albumin [Mass/volume] in Serum or Plasma,3024561,970428,1.23%,g dL,Measurement,LOINC,1751-7,Lab Test
8504227,MCH [Entitic mass] by Automated count,3012030,968350,1.22%,pg,Measurement,LOINC,785-6,Lab Test
8024459,Hemoglobin A1c/Hemoglobin.total in Blood,3004410,957686,1.21%,%{of HGB},Measurement,LOINC,4548-4,Lab Test
1010485,Color of Urine,3027162,941066,1.19%,"",Measurement,LOINC,5778-6,Lab Test
8387974,Bilirubin.direct [Mass/volume] in Serum or Plasma,3027597,917104,1.16%,mg dL,Measurement,LOINC,1968-7,Lab Test
6287551,Neutrophils [#/volume] in Blood by Automated count,3013650,910502,1.15%,10*3 uL,Measurement,LOINC,751-8,Lab Test
6307720,Glasgow coma scale,4296538,899632,1.14%,"",Measurement,SNOMED,386554004,Staging / Scales
4083910,Fresh gas.air flow Gas delivery system,21490716,887543,1.12%,L min,Measurement,LOINC,75923-3,Clinical Observation
8263337,Protein [Mass/volume] in Serum or Plasma,3020630,862928,1.09%,g dL,Measurement,LOINC,2885-2,Lab Test
7886665,ABO group [Type] in Blood,3002529,836751,1.06%,"",Measurement,LOINC,883-9,Lab Test
6758629,Visual analog pain scale,4165600,831023,1.05%,"",Measurement,SNOMED,273904000,Staging / Scales
7572604,Protein [Presence] in Urine by Test strip,3014051,815368,1.03%,mg dL,Measurement,LOINC,20454-5,Lab Test
9250982,Stool observable,4269443,809972,1.02%,"",Measurement,SNOMED,364689004,Observable Entity
3091871,Bacteria identified in Urine by Culture,3026008,809216,1.02%,"",Measurement,LOINC,630-4,Lab Test
2227084,Glucose mean value [Mass/volume] in Blood Estimated from glycated hemoglobin,3005131,801064,1.01%,mg dL,Measurement,LOINC,27353-2,Lab Test
5643742,Bilirubin.total [Presence] in Urine,3011258,791049,1.0%,"",Measurement,LOINC,1977-8,Lab Test
4066997,Fetal heart rate,4091643,790861,1.0%,"",Measurement,SNOMED,249043002,Observable Entity
4301181,Neutrophils [#/volume] in Blood by Automated count,3013650,787324,1.0%,10*3 uL,Measurement,LOINC,751-8,Lab Test
2206718,Osmolality of Serum or Plasma by calculation,3034739,787099,0.99%,mosm kg,Measurement,LOINC,18182-6,Lab Test
1127544,Phosphate [Mass/volume] in Serum or Plasma,3011904,784400,0.99%,mg dL,Measurement,LOINC,2777-1,Lab Test
2200712,Choriogonadotropin (pregnancy test) [Presence] in Urine,3018954,783361,0.99%,"",Measurement,LOINC,2106-3,Lab Test
4964947,No matching concept,0,777453,0.98%,"",Metadata,None,No matching concept,Undefined
5258973,DBT Breast - bilateral screening,43054885,777261,0.98%,"",Procedure,LOINC,72142-3,Clinical Observation
4790211,"Glomerular filtration rate/1.73 sq M.predicted among non-blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)",3049187,762719,0.96%,"",Measurement,LOINC,48642-3,Lab Test
1269907,Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD),3030354,762665,0.96%,mL min 1.73.m2,Measurement,LOINC,33914-3,Lab Test
5813351,Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD),3030354,762659,0.96%,mL min 1.73.m2,Measurement,LOINC,33914-3,Lab Test
6355358,Protein [Mass/volume] in Serum or Plasma,3020630,757461,0.96%,g dL,Measurement,LOINC,2885-2,Lab Test
9540917,Urobilinogen [Mass/volume] in Urine by Test strip,3037072,742700,0.94%,mg dL,Measurement,LOINC,20405-7,Lab Test
7180989,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory specimen by NAA with probe detection,706163,737480,0.93%,"",Measurement,LOINC,94500-6,Lab Test
8393235,Bilirubin.total [Mass/volume] in Serum or Plasma,3024128,733282,0.93%,mg dL,Measurement,LOINC,1975-2,Lab Test
5205503,Drainage amount of Wound,3038234,730895,0.92%,"",Measurement,LOINC,39116-9,Clinical Observation
1433163,Bilirubin.direct [Mass/volume] in Serum or Plasma,3027597,727919,0.92%,mg dL,Measurement,LOINC,1968-7,Lab Test
5093879,Cholesterol in LDL [Mass/volume] in Serum or Plasma by calculation,3028288,723965,0.92%,mg dL,Measurement,LOINC,13457-7,Lab Test
2572069,Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma,3000593,704933,0.89%,pg mL,Measurement,LOINC,2132-9,Lab Test
5729243,Prothrombin time (PT),3034426,694048,0.88%,s,Measurement,LOINC,5902-2,Lab Test
6167208,No matching concept,0,691216,0.87%,"",Metadata,None,No matching concept,Undefined
6136568,No matching concept,0,691216,0.87%,"",Metadata,None,No matching concept,Undefined
7516313,No matching concept,0,691216,0.87%,"",Metadata,None,No matching concept,Undefined
9923040,Fresh gas.nitrous oxide flow Gas delivery system,21490717,690352,0.87%,L min,Measurement,LOINC,75924-1,Clinical Observation
7726013,Iron [Mass/volume] in Serum or Plasma,3002400,682971,0.86%,ug dL,Measurement,LOINC,2498-4,Lab Test
5796535,Urobilinogen [Mass/volume] in Urine by Test strip,3037072,681835,0.86%,[EU] dL,Measurement,LOINC,20405-7,Lab Test
4008115,Ferritin [Mass/volume] in Serum or Plasma,3001122,680921,0.86%,ng mL,Measurement,LOINC,2276-4,Lab Test
1678072,Lipase [Enzymatic activity/volume] in Serum or Plasma,3004905,678894,0.86%,[U] L,Measurement,LOINC,3040-3,Lab Test
1802788,Erythrocytes [Presence] in Urine,3045424,676329,0.85%,mg dL,Measurement,LOINC,33051-4,Lab Test
1418062,Cardiac echo study Procedure,3009203,655117,0.83%,"",Measurement,LOINC,18106-5,Clinical Observation
6951511,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood",40771922,650832,0.82%,mL min,Measurement,LOINC,69405-9,Lab Test
7081487,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L,3019170,650721,0.82%,10*-3.[IU] L,Measurement,LOINC,11580-8,Lab Test
1745931,Magnesium [Mass/volume] in Serum or Plasma,3001420,639284,0.81%,mg dL,Measurement,LOINC,19123-9,Lab Test
9522652,Bacteria [#/volume] in Urine by Automated count,3031040,626863,0.79%,[HPF],Measurement,LOINC,51480-2,Lab Test
2250999,Bacteria [Presence] in Urine sediment by Light microscopy,3004562,618253,0.78%,[HPF],Measurement,LOINC,25145-4,Lab Test
8019274,pH of Urine,3015736,613423,0.78%,"",Measurement,LOINC,2756-5,Lab Test
3346030,Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma,3000593,611501,0.77%,pg mL,Measurement,LOINC,2132-9,Lab Test
9539669,Hemoglobin A1c/Hemoglobin.total in Blood,3004410,610353,0.77%,%{of HGB},Measurement,LOINC,4548-4,Lab Test
7522708,Body temperature,3020891,607691,0.77%,"",Measurement,LOINC,8310-5,Clinical Observation
7664180,aPTT in Platelet poor plasma by Coagulation assay,3018677,589309,0.74%,s,Measurement,LOINC,14979-9,Lab Test
6748006,Erythrocyte distribution width [Entitic volume],3002888,579779,0.73%,fL,Measurement,LOINC,30384-2,Lab Test
5026259,Leukocytes [#/area] in Urine sediment by Microscopy high power field,3035583,578148,0.73%,[HPF],Measurement,LOINC,5821-4,Lab Test
9227968,Leukocytes [#/volume] in Blood,3010813,576848,0.73%,10*3 uL,Measurement,LOINC,26464-8,Lab Test
9000890,Cholesterol [Mass/volume] in Serum or Plasma,3027114,567724,0.72%,mg dL,Measurement,LOINC,2093-3,Lab Test
7097823,Cytology report of Cervical or vaginal smear or scraping Cyto stain,3050380,565484,0.71%,"",Measurement,LOINC,47528-5,Lab Test
7417754,Frequency of incontinence,4090866,556624,0.7%,"",Measurement,SNOMED,249282008,Observable Entity
8774692,Erythrocytes [#/area] in Urine sediment by Microscopy high power field,3035124,556543,0.7%,[HPF],Measurement,LOINC,13945-1,Lab Test
6489381,Urine test for glucose,37399119,554862,0.7%,"",Measurement,SNOMED,1003181000000102,Observable Entity
7935085,Protein [Presence] in Urine by Test strip,3014051,553270,0.7%,"",Measurement,LOINC,20454-5,Lab Test
1281729,Hemoglobin A1c/Hemoglobin.total in Blood,3004410,552738,0.7%,%ÿÿÿÿÿ,Measurement,LOINC,4548-4,Lab Test
7961799,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)",40764999,552575,0.7%,mL min 1.73.m2,Measurement,LOINC,62238-1,Lab Test
7280713,INR in Platelet poor plasma by Coagulation assay,3022217,543718,0.69%,"",Measurement,LOINC,6301-6,Lab Test
1108554,Hemoglobin [Presence] in Urine by Test strip,3011397,543664,0.69%,"",Measurement,LOINC,5794-3,Lab Test
2461508,Ketones [Presence] in Urine by Test strip,3035350,543310,0.69%,"",Measurement,LOINC,2514-8,Lab Test
9454516,pH of Urine,3015736,543270,0.69%,"",Measurement,LOINC,2756-5,Lab Test
1979326,Specific gravity of Urine by Test strip,3000330,543039,0.69%,"",Measurement,LOINC,5811-5,Lab Test
2919398,Nitrite [Presence] in Urine by Test strip,3021601,543027,0.69%,"",Measurement,LOINC,5802-4,Lab Test
2626087,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,3022250,539822,0.68%,[U] L,Measurement,LOINC,14804-9,Lab Test
4378260,Influenza virus B RNA [Presence] in Specimen by NAA with probe detection,3038288,538461,0.68%,"",Measurement,LOINC,40982-1,Lab Test
7675257,Influenza virus A RNA [Presence] in Specimen by NAA with probe detection,3044938,535191,0.68%,"",Measurement,LOINC,34487-9,Lab Test
2271925,Uterus Fundal height Tape measure,3023791,534907,0.68%,cm,Measurement,LOINC,11881-0,Clinical Observation
4050755,Glucose [Presence] in Urine by Test strip,3009261,532504,0.67%,mg dL,Measurement,LOINC,25428-4,Lab Test
8767060,Immature granulocytes/100 leukocytes in Blood,3050479,529806,0.67%,%,Measurement,LOINC,38518-7,Lab Test
2085249,Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma,3026925,529196,0.67%,ng dL,Measurement,LOINC,3051-0,Lab Test
3810759,Cholesterol in LDL [Mass/volume] in Serum or Plasma by calculation,3028288,528945,0.67%,mg dL,Measurement,LOINC,13457-7,Lab Test
3713329,No matching concept,0,528546,0.67%,"",Metadata,None,No matching concept,Undefined
5545363,No matching concept,0,528546,0.67%,"",Metadata,None,No matching concept,Undefined
8819877,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L,3019170,527572,0.67%,10*-3.[IU] L,Measurement,LOINC,11580-8,Lab Test
2315750,Q-T interval,3025809,525864,0.66%,ms,Measurement,LOINC,8634-8,Clinical Observation
2627923,QRS duration,3022022,525838,0.66%,ms,Measurement,LOINC,8633-0,Clinical Observation
1155491,Q-T interval corrected based on Bazett formula,46235174,525834,0.66%,ms,Measurement,LOINC,76635-2,Clinical Observation
8784454,Neutrophils [#/volume] in Blood,3017732,523933,0.66%,mm3,Measurement,LOINC,26499-4,Lab Test
6605940,Urine appearance,4143063,521228,0.66%,"",Measurement,SNOMED,267065001,Observable Entity
3696001,Train of four count,4353950,519235,0.66%,"",Measurement,SNOMED,250832007,Observable Entity
7554892,No matching concept,0,517516,0.65%,"",Metadata,None,No matching concept,Undefined
7147243,Appearance of Urine,3007876,516751,0.65%,"",Measurement,LOINC,5767-9,Lab Test
1361658,P-R Interval,3007794,514256,0.65%,ms,Measurement,LOINC,8625-6,Clinical Observation
6864648,Hemoglobin [Presence] in Urine by Test strip,3011397,511932,0.65%,"",Measurement,LOINC,5794-3,Lab Test
7224632,Bilirubin.total [Mass/volume] in Serum or Plasma,3024128,511901,0.65%,"",Measurement,LOINC,1975-2,Lab Test
4772960,Basic mobility score [AM-PAC],21491085,511438,0.65%,"",Measurement,LOINC,79529-4,Clinical Observation
2726778,No matching concept,0,509848,0.64%,"",Metadata,None,No matching concept,Undefined
2821977,No matching concept,0,509848,0.64%,"",Metadata,None,No matching concept,Undefined
5342323,No matching concept,0,509847,0.64%,"",Metadata,None,No matching concept,Undefined
6266466,Protein [Presence] in Urine by Test strip,3014051,509094,0.64%,"",Measurement,LOINC,20454-5,Lab Test
5081085,No matching concept,0,505249,0.64%,"",Metadata,None,No matching concept,Undefined
4572492,Erythrocyte sedimentation rate,3015183,500327,0.63%,mm h,Measurement,LOINC,30341-2,Lab Test
4844690,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 [Mass/volume] in Serum or Plasma,40765040,491667,0.62%,ng mL,Measurement,LOINC,62292-8,Lab Test
3931461,Creatinine [Mass/volume] in Urine,3017250,487838,0.62%,mg dL,Measurement,LOINC,2161-8,Lab Test
7861961,CT Head WO contrast,3025779,481139,0.61%,"",Procedure,LOINC,30799-1,Clinical Observation
3155489,T wave axis,3027358,479868,0.61%,deg,Measurement,LOINC,8638-9,Clinical Observation
8363447,R wave axis,3020660,479848,0.61%,deg,Measurement,LOINC,9997-8,Clinical Observation
9595997,Epithelial cells.squamous [#/area] in Urine sediment by Automated count,3029162,478621,0.61%,[HPF],Measurement,LOINC,33219-7,Lab Test
8612009,Clarity of Urine,3008204,477388,0.6%,"",Measurement,LOINC,32167-9,Lab Test
3380677,pH of Urine by Test strip,3022621,477083,0.6%,"",Measurement,LOINC,5803-2,Lab Test
1982690,Walking distance,4012948,473403,0.6%,"",Measurement,SNOMED,165263003,Observable Entity
8869713,P wave axis,3006698,471255,0.6%,deg,Measurement,LOINC,8626-4,Clinical Observation
7282980,Appearance of Urine,3007876,463752,0.59%,"",Measurement,LOINC,5767-9,Lab Test
7315182,Phosphate [Mass/volume] in Serum or Plasma,3011904,463226,0.59%,mg dL,Measurement,LOINC,2777-1,Lab Test
5843856,Intubation tube depth Respiratory system,3046004,462427,0.58%,"",Measurement,LOINC,33444-1,Clinical Observation
4883980,"","",458265,0.58%,"","","","",""
2375623,Intubation tube depth Respiratory system,3046004,455079,0.58%,"",Measurement,LOINC,33444-1,Clinical Observation
5165869,Segmented neutrophils/100 leukocytes in Blood by Manual count,3028108,450013,0.57%,%,Measurement,LOINC,769-0,Lab Test
3520548,Lymphocytes/100 leukocytes in Blood by Manual count,3038058,448536,0.57%,%,Measurement,LOINC,737-7,Lab Test
3421019,Hyaline casts [#/area] in Urine sediment,36306016,448140,0.57%,[LPF],Measurement,LOINC,88966-7,Lab Test
2882609,Monocytes/100 leukocytes in Blood by Manual count,3022407,447192,0.57%,%,Measurement,LOINC,744-3,Lab Test
7203138,CT Abdomen and Pelvis W contrast IV,3047782,445033,0.56%,"",Procedure,LOINC,36813-4,Clinical Observation
5413216,Urinalysis complete panel - Urine,3036941,440301,0.56%,"",Measurement,LOINC,24356-8,Lab Test
1699324,Heart rate rhythm,3022318,439055,0.55%,"",Measurement,LOINC,8884-9,Clinical Observation
1090386,Pulse intensity Radial artery - right by palpation,3036829,438582,0.55%,"",Measurement,LOINC,8911-0,Clinical Observation
2349494,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L,3019170,437741,0.55%,10*-3.[IU] L,Measurement,LOINC,11580-8,Lab Test
8730784,Neck circumference,4171375,436456,0.55%,"",Measurement,SNOMED,420236003,Observable Entity
7178771,Pain severity [Score] [PhenX],40766725,432929,0.55%,"",Measurement,LOINC,64008-6,Clinical Observation
6032285,Eosinophils/100 leukocytes in Blood by Manual count,3015956,424976,0.54%,%,Measurement,LOINC,714-6,Lab Test
8592531,Iron binding capacity [Mass/volume] in Serum or Plasma,3021044,422975,0.53%,ug dL,Measurement,LOINC,2500-7,Lab Test
3043418,Iron saturation [Mass Fraction] in Serum or Plasma,3000185,422262,0.53%,%,Measurement,LOINC,2502-3,Lab Test
7420991,Osmolality of Serum or Plasma by calculation,3034739,421599,0.53%,"",Measurement,LOINC,18182-6,Lab Test
9445773,Leukocyte esterase [Presence] in Urine by Test strip,3000348,421255,0.53%,"",Measurement,LOINC,5799-2,Lab Test
1914200,Surgical operation note estimated blood loss [Volume],3009631,414380,0.52%,mL,Observation,LOINC,8717-1,Clinical Observation
5614947,Color of stool,4065548,413813,0.52%,"",Measurement,SNOMED,167604002,Observable Entity
8885701,Pulse intensity Radial artery - left by palpation,3036593,412451,0.52%,"",Measurement,LOINC,8910-2,Clinical Observation
6955119,Ferritin [Mass/volume] in Serum or Plasma,3001122,410180,0.52%,ng mL,Measurement,LOINC,2276-4,Lab Test
8444776,Basic mobility score [AM-PAC],21491085,408994,0.52%,"",Measurement,LOINC,79529-4,Clinical Observation
9905840,Basophils/100 leukocytes in Blood,3022096,407540,0.52%,%,Measurement,LOINC,30180-4,Lab Test
8199944,Lymphocytes [#/volume] in Blood,3019198,406488,0.51%,10*3 uL,Measurement,LOINC,26474-7,Lab Test
5596902,aPTT in Platelet poor plasma by Coagulation assay,3018677,405778,0.51%,s,Measurement,LOINC,14979-9,Lab Test
7077464,Eosinophils [#/volume] in Blood,3013115,405564,0.51%,10*3 mm3,Measurement,LOINC,26449-9,Lab Test
1043433,Monocytes [#/volume] in Blood,3001604,405265,0.51%,10*3 mm3,Measurement,LOINC,26484-6,Lab Test
3224526,Epithelial casts [Presence] in Urine sediment by Light microscopy,3038106,403021,0.51%,[LPF],Measurement,LOINC,25157-9,Lab Test
9916398,Drainage amount of Wound,3038234,402597,0.51%,"",Measurement,LOINC,39116-9,Clinical Observation
2257807,Basophils [#/volume] in Blood,3006315,401684,0.51%,10*3 mm3,Measurement,LOINC,26444-0,Lab Test
1773502,Hyaline casts [Presence] in Urine sediment by Light microscopy,3033308,394874,0.5%,[LPF],Measurement,LOINC,25162-9,Lab Test
4654690,Epithelial cells.squamous [#/area] in Urine sediment by Microscopy high power field,3001008,394863,0.5%,[HPF],Measurement,LOINC,11277-1,Lab Test
7664713,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,3008598,393189,0.5%,ng dL,Measurement,LOINC,3024-7,Lab Test
9593874,C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method,3010156,388226,0.49%,mg L,Measurement,LOINC,30522-7,Lab Test
4968517,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,3029187,388074,0.49%,pg mL,Measurement,LOINC,33762-6,Lab Test
