procedure_id,concept_name,concept_id,code,procedure_code,procedure_description,frequency,percentage,domain_id,vocabulary_id,concept_code,concept_class_id
9625931,"Office or other outpatient visit for the evaluation and management of a new patient, which requires these 3 key components: A detailed history; A detailed examination; Medical decision making of low complexity. Counseling and/or coordination of care with",2414392,CPT4,99203,PR OFFICE/OUTPATIENT NEW LOW MDM 30-44 MINUTES,1489216,1.92%,Procedure,CPT4,99203,CPT4
3796427,"Emergency department visit for the evaluation and management of a patient, which requires these 3 key components within the constraints imposed by the urgency of the patient's clinical condition and/or mental status: A comprehensive history; A comprehensi",2514437,CPT4,99285,"PR EMERG DEPT VISIT FOR THE EVAL AND MGMT OF A PAT, WHICH REQUIRES A MEDICALLY APPROPRIATE HISTORY AND/OR EXAM AND HIGH LEVEL OF MEDICAL DECISION MAKING.",1428668,1.84%,Procedure,CPT4,99285,CPT4
4447702,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diag",2514528,CPT4,99396,"PR PREVENTIVE VISIT,EST,40-64",1413304,1.82%,Procedure,CPT4,99396,CPT4
6159586,"Office or other outpatient visit for the evaluation and management of a new patient, which requires these 3 key components: A comprehensive history; A comprehensive examination; Medical decision making of moderate complexity. Counseling and/or coordinatio",2414393,CPT4,99204,PR OFFICE/OUTPATIENT NEW MODERATE MDM 45-59 MINUTES,1229403,1.58%,Procedure,CPT4,99204,CPT4
9130857,"Therapeutic procedure, 1 or more areas, each 15 minutes; neuromuscular reeducation of movement, balance, coordination, kinesthetic sense, posture, and/or proprioception for sitting and/or standing activities",2314285,CPT4,97112,"PR NEUROMUSC REEDUCAT,1+ AREAS, EA 15 MIN",1097800,1.41%,Procedure,CPT4,97112,CPT4
9509964,"Screening digital breast tomosynthesis, bilateral (List separately in addition to code for primary procedure)",46257421,CPT4,77063,CHG SCREENING DIGITAL BREAST TOMOSYNTHESIS BI,1032467,1.33%,Procedure,CPT4,77063,CPT4
6095792,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); intravenous push, single or initial substance/drug",2314215,CPT4,96374,"HC IV PUSH,INIT",926556,1.19%,Procedure,CPT4,96374,CPT4
5784915,"Radiologic examination, chest; 2 views",725069,CPT4,71046,HC XR EXAM CHEST 2 VIEWS,901066,1.16%,Procedure,CPT4,71046,CPT4
7918762,"Therapeutic activities, direct (one-on-one) patient contact (use of dynamic activities to improve functional performance), each 15 minutes",2314294,CPT4,97530,PR THERAPEUT ACTVITY DIRECT PT CONTACT EACH 15 MIN,883774,1.14%,Procedure,CPT4,97530,CPT4
9992326,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); subcutaneous or intramuscular",2314213,CPT4,96372,HC ANTIBIOTIC INJECTION,877631,1.13%,Procedure,CPT4,96372,CPT4
6189881,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of a new substance/drug (List separately in addition to code for primary procedure)",2314216,CPT4,96375,"HC IV PUSH,EA ADDL SEQ,OF NEW SUB DRUG",789606,1.02%,Procedure,CPT4,96375,CPT4
3060390,"Electrocardiogram, routine ECG with at least 12 leads; with interpretation and report",2313814,CPT4,93000,"PR ELECTROCARDIOGRAM, COMPLETE",783870,1.01%,Procedure,CPT4,93000,CPT4
1940541,"Office consultation for a new or established patient, which requires these 3 key components: A comprehensive history; A comprehensive examination; and Medical decision making of moderate complexity. Counseling and/or coordination of care with other physic",2514418,CPT4,99244,"PR OFFICE OR OTHER OP CONSULT FOR A NEW OR ESTAB PAT, WHICH REQUIRES A MEDICALLY APPROP HISTORY &/OR EXAMINATION & MOD MDM. WHEN USING TOTAL TIME ON ENC DATE 40 MINS MUST BE MET OF EXCEED",769651,0.99%,Procedure,CPT4,99244,CPT4
6332650,"Screening mammography, bilateral (2-view study of each breast), including computer-aided detection (CAD) when performed",42627987,CPT4,77067,HC MAMMOGRAM SCRN W/DIGITAL IMAGES,744071,0.96%,Procedure,CPT4,77067,CPT4
1466630,No matching concept,0,CPT4,99024,PR POST-OP FOLLOW-UP VISIT,710204,0.91%,Metadata,None,No matching concept,Undefined
6634403,"Chemotherapy administration, intravenous infusion technique; up to 1 hour, single or initial substance/drug",2314229,CPT4,96413,"PR CHEMOTHER, IV INFUSION, 1 HR",702219,0.9%,Procedure,CPT4,96413,CPT4
4280254,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diag",2514527,CPT4,99395,"PR PREVENTIVE VISIT,EST,18-39",678701,0.87%,Procedure,CPT4,99395,CPT4
7019742,"Intravenous infusion, hydration; each additional hour (List separately in addition to code for primary procedure)",2314205,CPT4,96361,"HC IV INF,HYDRATION,EA ADDL HR",671628,0.87%,Procedure,CPT4,96361,CPT4
6406501,"Psychotherapy, 60 minutes with patient",43527905,CPT4,90837,HCPR PSYTX W PT 60 MINUTES OP,646662,0.83%,Procedure,CPT4,90837,CPT4
2315169,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); 1 vaccine (single or combination vaccine/toxoid)",2213418,CPT4,90471,"PR IMMUNIZ ADMIN,1 SINGLE/COMB VAC/TOXOID",640613,0.83%,Procedure,CPT4,90471,CPT4
2872770,"Ophthalmological services: medical examination and evaluation, with initiation or continuation of diagnostic and treatment program; comprehensive, established patient, 1 or more visits",2313636,CPT4,92014,"PR EYE EXAM, EST PATIENT,COMPREHESV",627646,0.81%,Procedure,CPT4,92014,CPT4
5499160,"Chiropractic manipulative treatment (CMT); spinal, 1-2 regions",2314330,CPT4,98940,"PR CHIROPRAC MANIP,SPINAL,1-2 REGIONS",627554,0.81%,Procedure,CPT4,98940,CPT4
8011032,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, with spectral Doppler echocardiography, and with color flow Doppler echocardiography",2313869,CPT4,93306,"PR ECHO HEART XTHORACIC,COMPLETE W DOPPLER",621180,0.8%,Procedure,CPT4,93306,CPT4
5990344,"Unlisted dialysis procedure, inpatient or outpatient",2213601,CPT4,90999,PR DIALYSIS PROCEDURE,586864,0.76%,Procedure,CPT4,90999,CPT4
6561770,No matching concept,0,CPT4,0502F,SUBSEQUENT PRENATAL CARE,585102,0.75%,Metadata,None,No matching concept,Undefined
5559816,"Office consultation for a new or established patient, which requires these 3 key components: A detailed history; A detailed examination; and Medical decision making of low complexity. Counseling and/or coordination of care with other physicians, other qua",2514417,CPT4,99243,PR OFFICE OR OTHER OP CONSULT FOR A NEW OR ESTAB PAT WHICH REQ A MEDICALLY APPROP HISTORY &/OR EXAM & LOW MDM. IF USING TOTAL TIME ON THE ENC DATE 30 MINS MUST BE MET OR EXCEED,524897,0.68%,Procedure,CPT4,99243,CPT4
5032256,"Electrocardiogram, routine ECG with at least 12 leads; interpretation and report only",2313816,CPT4,93010,PR ELECTROCARDIOGRAM REPORT,486469,0.63%,Procedure,CPT4,93010,CPT4
4004583,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); initial, up to 1 hour",2314206,CPT4,96365,"HC IV INF,THERAPY,INIT TO 1HR (SPEC DRUG)",476148,0.61%,Procedure,CPT4,96365,CPT4
2554392,"Computed tomography, head or brain; without contrast material",2211327,CPT4,70450,"PR CT SCAN,HEAD/BRAIN,W/O CONTRAST MATL",474720,0.61%,Procedure,CPT4,70450,CPT4
6298653,"Computed tomography, abdomen and pelvis; with contrast material(s)",40756910,CPT4,74177,"CHG CT SCAN,ABDOMENT AND PELVIS,W CONTRAST",471646,0.61%,Procedure,CPT4,74177,CPT4
7051255,"Psychotherapy, 45 minutes with patient",43527904,CPT4,90834,HCPR PSYTX W PT 45 MINUTES OP,452382,0.58%,Procedure,CPT4,90834,CPT4
8553782,"Emergency department visit for the evaluation and management of a patient, which requires these 3 key components: An expanded problem focused history; An expanded problem focused examination; and Medical decision making of low complexity. Counseling and/o",2514434,CPT4,99282,"PR EMERG DEPT VISIT FOR THE EVAL AND MGMT OF A PAT, WHICH REQUIRES A MEDICALLY APPROPRIATE HISTORY AND/OR EXAM AND STRAIGHTFORWARD MEDICAL DECISION MAKING.",445230,0.57%,Procedure,CPT4,99282,CPT4
3128983,"Ultrasound, breast, unilateral, real time with image documentation, including axilla when performed; complete",46257455,CPT4,76641,CHG US BREAST UNI REAL TIME WITH IMAGE COMPLETE,418218,0.54%,Procedure,CPT4,76641,CPT4
7090438,"Office or other outpatient visit for the evaluation and management of a new patient, which requires these 3 key components: A comprehensive history; A comprehensive examination; Medical decision making of high complexity. Counseling and/or coordination of",2414394,CPT4,99205,PR OFFICE/OUTPATIENT NEW HIGH MDM 60-74 MINUTES,406069,0.52%,Procedure,CPT4,99205,CPT4
3845146,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diag",2514529,CPT4,99397,"PR PREVENTIVE VISIT,EST,65 & OVER",392755,0.51%,Procedure,CPT4,99397,CPT4
2271232,"Ophthalmological services: medical examination and evaluation, with initiation or continuation of diagnostic and treatment program; intermediate, established patient",2313635,CPT4,92012,PR EYE EXAM ESTABLISHED PT,364686,0.47%,Procedure,CPT4,92012,CPT4
2422294,"Radiologic examination, chest, 2 views, frontal and lateral",2211361,CPT4,71020,CHG CHEST X-RAY 2 VW,356697,0.46%,Procedure,CPT4,71020,CPT4
5648487,"Office or other outpatient visit for the evaluation and management of a new patient, which requires these 3 key components: An expanded problem focused history; An expanded problem focused examination; Straightforward medical decision making. Counseling a",2414391,CPT4,99202,PR OFFICE/OUTPATIENT NEW SF MDM 15-29 MINUTES,356170,0.46%,Procedure,CPT4,99202,CPT4
7618710,No matching concept,0,CPT4,LAB11020,SARS-COV-2 (COVID-19)/INFLUENZA A+B/RSV BY RT-PCR (BH GH LMW YH),319496,0.41%,Metadata,None,No matching concept,Undefined
9927464,"Radiologic examination, chest; single view",725068,CPT4,71045,HC XR EXAM CHEST 1 VIEW,308587,0.4%,Procedure,CPT4,71045,CPT4
9190746,Determination of refractive state,2313637,CPT4,92015,PR REFRACTION,305641,0.39%,Procedure,CPT4,92015,CPT4
4807997,"Intravenous infusion, hydration; initial, 31 minutes to 1 hour",2314204,CPT4,96360,"HC IV INF,HYDRATION,31MIN TO 1HR",300727,0.39%,Procedure,CPT4,96360,CPT4
5756986,"Chiropractic manipulative treatment (CMT); spinal, 3-4 regions",2314331,CPT4,98941,"PR CHIROPRAC MANIP,SPINAL,3-4 REGIONS",288484,0.37%,Procedure,CPT4,98941,CPT4
7258036,"Office consultation for a new or established patient, which requires these 3 key components: A comprehensive history; A comprehensive examination; and Medical decision making of high complexity. Counseling and/or coordination of care with other physicians",2514419,CPT4,99245,PR OFFICE OR OTHER OP CONSULT FOR A NEW OR ESTAB PAT WHICH REQ A MEDICALLY APPROP HISTORY &/OR EXAM & HIGH MDM. IF USING TOTAL TIME ON THE ENC DATE 55 MINS MUST BE MET OR EXCEED,267614,0.34%,Procedure,CPT4,99245,CPT4
3763414,"Measurement of post-voiding residual urine and/or bladder capacity by ultrasound, non-imaging",2109747,CPT4,51798,"PR MEAS,POST-VOID RES,US,NON-IMAGING",263677,0.34%,Procedure,CPT4,51798,CPT4
6339461,"Physical therapy evaluation: moderate complexity, requiring these components: A history of present problem with 1-2 personal factors and/or comorbidities that impact the plan of care; An examination of body systems using standardized tests and measures in",42627953,CPT4,97162,PR PHYSICAL THERAPY EVALUATION MOD COMPLEX 30 MINS,258230,0.33%,Procedure,CPT4,97162,CPT4
6273258,"Radiologic examination, foot; complete, minimum of 3 views",2211491,CPT4,73630,CHG X-RAY FOOT 3+ VW,255352,0.33%,Procedure,CPT4,73630,CPT4
9630418,Administration of influenza vaccine,4313306,CPT4,90686,HH IIV4 VACC PRESRV FREE 0.5 ML DOS FOR IM USE,255153,0.33%,Procedure,SNOMED,86198006,Procedure
6384478,Application of a modality to 1 or more areas; hot or cold packs,2314268,CPT4,97010,PR HOT OR COLD PACKS THERAPY,234605,0.3%,Procedure,CPT4,97010,CPT4
5138855,"Computed tomography, thorax; without contrast material",2211378,CPT4,71250,CHG DIAGNOSTIC COMPUTED TOMOGRAPHY THORAX W/O CNTRST,233502,0.3%,Procedure,CPT4,71250,CPT4
4877710,"Immunization administration through 18 years of age via any route of administration, with counseling by physician or other qualified health care professional; first or only component of each vaccine or toxoid administered",40756914,CPT4,90460,PR IM ADM THRU 18YR ANY RTE 1ST/ONLY COMPT VAC/TOX,228897,0.29%,Procedure,CPT4,90460,CPT4
8615611,"Telephone evaluation and management service by a physician or other qualified health care professional who may report evaluation and management services provided to an established patient, parent, or guardian not originating from a related E/M service pro",2514549,CPT4,99442,PR PHYS/QHP TELEPHONE EVALUATION 11-20 MIN,228671,0.29%,Procedure,CPT4,99442,CPT4
6447104,Coronavirus vaccination,4236188,CPT4,91300,HC SARS COV 2 VACC  PFIZER,228344,0.29%,Procedure,SNOMED,90640007,Procedure
5407936,"Radiologic examination, shoulder; complete, minimum of 2 views",2211446,CPT4,73030,CHG X-RAY SHOULDER 2+ VW,225543,0.29%,Procedure,CPT4,73030,CPT4
1850083,"Subsequent nursing facility care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: A detailed interval history; A detailed examination; Medical decision making of moderate complexity. Counseling",2514459,CPT4,99309,"PR SBSQ NURSING FAC CARE PER DAY FOR THE E&M OF A PAT, REQ A MEDICALLY APPROP HISTORY AND/OR EXAM AND MOD MDM. IF USING TOTAL TIME ON ENC DATE 30 MIN MUST BE MET/EXCEED",225392,0.29%,Procedure,CPT4,99309,CPT4
1765070,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diag",2514524,CPT4,99392,"PR PREVENTIVE VISIT,EST,AGE 1-4",225287,0.29%,Procedure,CPT4,99392,CPT4
5756042,"Computed tomography, thorax; with contrast material(s)",2211379,CPT4,71260,CHG DIAGNOSTIC COMPUTED TOMOGRAPHY THORAX W/CONTRAST,218981,0.28%,Procedure,CPT4,71260,CPT4
6343387,"Ultrasound, abdominal, real time with image documentation; limited (eg, single organ, quadrant, follow-up)",2211741,CPT4,76705,"US, ABDOMEN LIMITED",217723,0.28%,Procedure,CPT4,76705,CPT4
8492178,"Ultrasound, transvaginal",2211765,CPT4,76830,"PR ECHOGRAPHY,TRANSVAGINAL",216344,0.28%,Procedure,CPT4,76830,CPT4
3800795,"Radiologic examination, spine, lumbosacral; 2 or 3 views",2211397,CPT4,72100,CHG X-RAY LUMBAR SPINE 2/3 VW,215244,0.28%,Procedure,CPT4,72100,CPT4
5181260,"Chemotherapy administration, intravenous infusion technique; each additional hour (List separately in addition to code for primary procedure)",2314231,CPT4,96415,"PR CHEMOTHER, IV INFUSION, EA HR",215241,0.28%,Procedure,CPT4,96415,CPT4
5612336,"Destruction (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), premalignant lesions (eg, actinic keratoses); first lesion",2102577,CPT4,17000,"PR DESTRUC PREMALIGNANT, FIRST LESION",211016,0.27%,Procedure,CPT4,17000,CPT4
3845685,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diag",2514523,CPT4,99391,"PR PREVENTIVE VISIT,EST, INFANT < 1 YR",210469,0.27%,Procedure,CPT4,99391,CPT4
7417747,"Ultrasound, retroperitoneal (eg, renal, aorta, nodes), real time with image documentation; complete",2211742,CPT4,76770,"PR US,RETROPERIT,REAL TIME,COMPLETE",209928,0.27%,Procedure,CPT4,76770,CPT4
6141373,"Pressurized or nonpressurized inhalation treatment for acute airway obstruction for therapeutic purposes and/or for diagnostic purposes such as sputum induction with an aerosol generator, nebulizer, metered dose inhaler or intermittent positive pressure b",2314026,CPT4,94640,PR PRESSURIZED/NONPRESSURIZED INHALATION TREATMENT,205904,0.27%,Procedure,CPT4,94640,CPT4
4193985,"Administration of diphtheria, pertussis, and tetanus vaccine",4163708,CPT4,90715,"PR TDAP VACCINE >7 YO, IM",205725,0.27%,Procedure,SNOMED,399014008,Procedure
1447593,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diag",2514525,CPT4,99393,"PR PREVENTIVE VISIT,EST,AGE5-11",204591,0.26%,Procedure,CPT4,99393,CPT4
6937262,No matching concept,0,CPT4,LAB11021,INFLUENZA A+B/RSV BY RT-PCR,203583,0.26%,Metadata,None,No matching concept,Undefined
5741441,Application of a modality to 1 or more areas; electrical stimulation (unattended),2314270,CPT4,97014,PR ELECTRIC STIMULATION THERAPY,199123,0.26%,Procedure,CPT4,97014,CPT4
8145094,"Scanning computerized ophthalmic diagnostic imaging, posterior segment, with interpretation and report, unilateral or bilateral; retina",40757022,CPT4,92134,PR COMPUTERIZED OPHTHALMIC IMAGING RETINA,197608,0.25%,Procedure,CPT4,92134,CPT4
4710337,"Physical therapy evaluation: low complexity, requiring these components: A history with no personal factors and/or comorbidities that impact the plan of care; An examination of body system(s) using standardized tests and measures addressing 1-2 elements f",42627952,CPT4,97161,PR PHYSICAL THERAPY EVALUATION LOW COMPLEX 20 MINS,194544,0.25%,Procedure,CPT4,97161,CPT4
9992275,"Computed tomography, cervical spine; without contrast material",2211401,CPT4,72125,"PR CT SCAN,CERVICAL SPINE,W/O CONTRAST",194456,0.25%,Procedure,CPT4,72125,CPT4
9298542,"Magnetic resonance (eg, proton) imaging, brain (including brain stem); without contrast material, followed by contrast material(s) and further sequences",2211353,CPT4,70553,PR MRI BRAIN COMBO,192891,0.25%,Procedure,CPT4,70553,CPT4
5553042,"Therapeutic procedure, 1 or more areas, each 15 minutes; gait training (includes stair climbing)",2314287,CPT4,97116,PR GAIT TRAINING THERAPY,186105,0.24%,Procedure,CPT4,97116,CPT4
1064748,"Cardiovascular stress test using maximal or submaximal treadmill or bicycle exercise, continuous electrocardiographic monitoring, and/or pharmacological stress; tracing only, without interpretation and report",2313821,CPT4,93017,"PR CARDIAC STRESS TST,TRACING ONLY",184828,0.24%,Procedure,CPT4,93017,CPT4
5095001,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,2313991,CPT4,93971,"PR DUPLEX EXTREM VENOUS,UNI OR LTD",184133,0.24%,Procedure,CPT4,93971,CPT4
8755500,"Radiologic examination, ankle; complete, minimum of 3 views",2211488,CPT4,73610,CHG X-RAY ANKLE 3+ VW,183212,0.24%,Procedure,CPT4,73610,CPT4
3932041,"Ultrasound, pregnant uterus, real time with image documentation, follow-up (eg, re-evaluation of fetal size by measuring standard growth parameters and amniotic fluid volume, re-evaluation of organ system(s) suspected or confirmed to be abnormal on a prev",2211756,CPT4,76816,"PR US,PREGNANT UTERUS,F/U,TRANSABD APP",182587,0.24%,Procedure,CPT4,76816,CPT4
4397615,Fetal non-stress test,2110284,CPT4,59025,PR FETAL NON-STRESS TEST,179584,0.23%,Procedure,CPT4,59025,CPT4
9370569,No matching concept,0,CPT4,EDLOS,EDLOS,177588,0.23%,Metadata,None,No matching concept,Undefined
6201020,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diag",2514526,CPT4,99394,"PR PREVENTIVE VISIT,EST,12-17",177312,0.23%,Procedure,CPT4,99394,CPT4
9722706,Coronavirus vaccination,4236188,CPT4,0001A,HC ADMIN SARSCOV2 1ST PFIZER,176030,0.23%,Procedure,SNOMED,90640007,Procedure
2034608,Debridement of nail(s) by any method(s); 6 or more,2102077,CPT4,11721,"PR DEBRIDEMENT OF NAILS, 6 OR MORE",175617,0.23%,Procedure,CPT4,11721,CPT4
2482222,"Initial comprehensive preventive medicine evaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diagnos",2514520,CPT4,99385,"PR PREVENTIVE VISIT,NEW,18-39",174716,0.23%,Procedure,CPT4,99385,CPT4
7429533,"Radiologic examination, knee; 1 or 2 views",2211480,CPT4,73560,CHG X-RAY KNEE 1 OR 2 VIEW,173383,0.22%,Procedure,CPT4,73560,CPT4
4049129,SARS-CoV-2 vaccination,37311064,CPT4,0002A,HC ADMIN SARS COV 2 2ND PFIZER,172556,0.22%,Procedure,SNOMED,840534001,Procedure
8755158,"Critical care, evaluation and management of the critically ill or critically injured patient; first 30-74 minutes",2514441,CPT4,99291,"PR CRITICAL CARE, E/M 30-74 MINUTES",170772,0.22%,Procedure,CPT4,99291,CPT4
6799668,"Subsequent nursing facility care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: An expanded problem focused interval history; An expanded problem focused examination; Medical decision making",2514458,CPT4,99308,"PR SBSQ NURSING FAC CARE PER DAY FOR THE E&M OF A PAT, REQ A MEDICALLY APPROP HISTORY AND/OR EXAM AND LOW MDM. IF USING TOTAL TIME ON ENC DATE 15 MIN MUST BE MET/EXCEED",170265,0.22%,Procedure,CPT4,99308,CPT4
4946112,Fundus photography with interpretation and report,2313659,CPT4,92250,PR FUNDAL PHOTOGRAPHY,167714,0.22%,Procedure,CPT4,92250,CPT4
9409220,"Chemotherapy administration, intravenous infusion technique; each additional sequential infusion (different substance/drug), up to 1 hour (List separately in addition to code for primary procedure)",2314233,CPT4,96417,"PR CHEMOTHER, IV INFUSE, EACH SEQU INFUS",166946,0.22%,Procedure,CPT4,96417,CPT4
